_phrase_,type,grammar_symbol,value
"('Tammeõie',)",tänav,TÄNAV,whatevs
"('Tammiku',)",tänav,TÄNAV,whatevs
"('A.', 'H.', 'Tammsaare')",tänav,TÄNAV,whatevs
"('Tammsaare',)",tänav,TÄNAV,whatevs
"('Tamsa',)",tänav,TÄNAV,whatevs
"('Tamula',)",tänav,TÄNAV,whatevs
"('Tantsumäe',)",tänav,TÄNAV,whatevs
"('Tanuma',)",tänav,TÄNAV,whatevs
"('Tapamaja',)",tänav,TÄNAV,whatevs
"('Tapri',)",tänav,TÄNAV,whatevs
"('Tare',)",tänav,TÄNAV,whatevs
"('Tarja',)",tänav,TÄNAV,whatevs
"('Tarna',)",tänav,TÄNAV,whatevs
"('Tartu',)",tänav,TÄNAV,whatevs
"('Taru',)",tänav,TÄNAV,whatevs
"('Tarva',)",tänav,TÄNAV,whatevs
"('Tasane',)",tänav,TÄNAV,whatevs
"('Tasuja',)",tänav,TÄNAV,whatevs
"('Tatari',)",tänav,TÄNAV,whatevs
"('Teaduse',)",tänav,TÄNAV,whatevs
"('Teaduspargi',)",tänav,TÄNAV,whatevs
"('Tedre',)",tänav,TÄNAV,whatevs
"('Tedrepere',)",tänav,TÄNAV,whatevs
"('Teelehe',)",tänav,TÄNAV,whatevs
"('Teemeistri',)",tänav,TÄNAV,whatevs
"('Teenri',)",tänav,TÄNAV,whatevs
"('Teenuste',)",tänav,TÄNAV,whatevs
"('Teeveere',)",tänav,TÄNAV,whatevs
"('Teguri',)",tänav,TÄNAV,whatevs
"('Tehase',)",tänav,TÄNAV,whatevs
"('1.', 'Tehase')",tänav,TÄNAV,whatevs
"('2.', 'Tehase')",tänav,TÄNAV,whatevs
"('3.', 'Tehase')",tänav,TÄNAV,whatevs
"('4.', 'Tehase')",tänav,TÄNAV,whatevs
"('5.', 'Tehase')",tänav,TÄNAV,whatevs
"('Tehaste',)",tänav,TÄNAV,whatevs
"('Tehnika',)",tänav,TÄNAV,whatevs
"('Tehnikumi',)",tänav,TÄNAV,whatevs
"('Tehvandi',)",tänav,TÄNAV,whatevs
"('Teisepere',)",tänav,TÄNAV,whatevs
"('Teivi',)",tänav,TÄNAV,whatevs
"('Tekstiili',)",tänav,TÄNAV,whatevs
"('Telje',)",tänav,TÄNAV,whatevs
"('Tellise',)",tänav,TÄNAV,whatevs
"('Tellisetehase',)",tänav,TÄNAV,whatevs
"('Telliskivi',)",tänav,TÄNAV,whatevs
"('Tellissaare',)",tänav,TÄNAV,whatevs
"('Tempera',)",tänav,TÄNAV,whatevs
"('Tennise',)",tänav,TÄNAV,whatevs
"('Tennisvälja',)",tänav,TÄNAV,whatevs
"('Terase',)",tänav,TÄNAV,whatevs
"('Tervete',)",tänav,TÄNAV,whatevs
"('Tervise',)",tänav,TÄNAV,whatevs
"('Tervishoiu',)",tänav,TÄNAV,whatevs
"('Tetra',)",tänav,TÄNAV,whatevs
"('Tibina',)",tänav,TÄNAV,whatevs
"('Tibu',)",tänav,TÄNAV,whatevs
"('Tihase',)",tänav,TÄNAV,whatevs
"('Tihniku',)",tänav,TÄNAV,whatevs
"('Tiigi',)",tänav,TÄNAV,whatevs
"('Albert-August', 'Tiimanni')",tänav,TÄNAV,whatevs
"('Tiimanni',)",tänav,TÄNAV,whatevs
"('Tiina',)",tänav,TÄNAV,whatevs
"('Tiiru',)",tänav,TÄNAV,whatevs
"('Tiiu',)",tänav,TÄNAV,whatevs
"('Tiiva',)",tänav,TÄNAV,whatevs
"('Tikri',)",tänav,TÄNAV,whatevs
"('Tikutaja',)",tänav,TÄNAV,whatevs
"('Tikuti',)",tänav,TÄNAV,whatevs
"('Tildri',)",tänav,TÄNAV,whatevs
"('Tilli',)",tänav,TÄNAV,whatevs
"('Timuti',)",tänav,TÄNAV,whatevs
"('Tina',)",tänav,TÄNAV,whatevs
"('Tindi',)",tänav,TÄNAV,whatevs
"('Tirgu',)",tänav,TÄNAV,whatevs
"('Tiskre',)",tänav,TÄNAV,whatevs
"('Tiskrevälja',)",tänav,TÄNAV,whatevs
"('Tisleri',)",tänav,TÄNAV,whatevs
"('Alice', 'Tisleri')",tänav,TÄNAV,whatevs
"('Rudolf', 'Tobiase')",tänav,TÄNAV,whatevs
"('Tobiase',)",tänav,TÄNAV,whatevs
"('Tohu',)",tänav,TÄNAV,whatevs
"('Toila',)",tänav,TÄNAV,whatevs
"('Toivo',)",tänav,TÄNAV,whatevs
"('Tolli',)",tänav,TÄNAV,whatevs
"('Lev', 'Tolstoi')",tänav,TÄNAV,whatevs
"('Tolstoi',)",tänav,TÄNAV,whatevs
"('Tomati',)",tänav,TÄNAV,whatevs
"('Jaan', 'Tombi')",tänav,TÄNAV,whatevs
"('Tombi',)",tänav,TÄNAV,whatevs
"('Tondi',)",tänav,TÄNAV,whatevs
"('Tondiraba',)",tänav,TÄNAV,whatevs
"('Toogi',)",tänav,TÄNAV,whatevs
"('Tooma',)",tänav,TÄNAV,whatevs
"('Toomapere',)",tänav,TÄNAV,whatevs
"('Toome',)",tänav,TÄNAV,whatevs
"('Toominga',)",tänav,TÄNAV,whatevs
"('Toom-Kooli',)",tänav,TÄNAV,whatevs
"('Toom-Kuninga',)",tänav,TÄNAV,whatevs
"('Toompea',)",tänav,TÄNAV,whatevs
"('Toompihlaka',)",tänav,TÄNAV,whatevs
"('Toom-Rüütli',)",tänav,TÄNAV,whatevs
"('Toonekure',)",tänav,TÄNAV,whatevs
"('Tootmise',)",tänav,TÄNAV,whatevs
"('Topi',)",tänav,TÄNAV,whatevs
"('Tori',)",tänav,TÄNAV,whatevs
"('Tori-Kaansoo',)",tänav,TÄNAV,whatevs
"('Tormi',)",tänav,TÄNAV,whatevs
"('Torni',)",tänav,TÄNAV,whatevs
"('Tornimäe',)",tänav,TÄNAV,whatevs
"('Torujõe',)",tänav,TÄNAV,whatevs
"('Trahteri',)",tänav,TÄNAV,whatevs
"('Traktori',)",tänav,TÄNAV,whatevs
"('Transpordi',)",tänav,TÄNAV,whatevs
"('Transvaali',)",tänav,TÄNAV,whatevs
"('Hugo', 'Treffneri')",tänav,TÄNAV,whatevs
"('Treffneri',)",tänav,TÄNAV,whatevs
"('Treiali',)",tänav,TÄNAV,whatevs
"('Trepi',)",tänav,TÄNAV,whatevs
"('Nikolai', 'Triigi')",tänav,TÄNAV,whatevs
"('Triigi',)",tänav,TÄNAV,whatevs
"('Troopika',)",tänav,TÄNAV,whatevs
"('Trummi',)",tänav,TÄNAV,whatevs
"('Tselluloosi',)",tänav,TÄNAV,whatevs
"('Tsemendi',)",tänav,TÄNAV,whatevs
"('Tsentralnaja',)",tänav,TÄNAV,whatevs
"('Anton', 'Tšehhovi')",tänav,TÄNAV,whatevs
"('Tšehhovi',)",tänav,TÄNAV,whatevs
"('Valeri', 'Tškalovi')",tänav,TÄNAV,whatevs
"('Tškalovi',)",tänav,TÄNAV,whatevs
"('Friedebert', 'Tuglase')",tänav,TÄNAV,whatevs
"('Tuglase',)",tänav,TÄNAV,whatevs
"('Tuha',)",tänav,TÄNAV,whatevs
"('Tuhamäe',)",tänav,TÄNAV,whatevs
"('Tuhkru',)",tänav,TÄNAV,whatevs
"('Tui',)",tänav,TÄNAV,whatevs
"('Tuiskliiva',)",tänav,TÄNAV,whatevs
"('Tuisu',)",tänav,TÄNAV,whatevs
"('Tuki',)",tänav,TÄNAV,whatevs
"('Tulbi',)",tänav,TÄNAV,whatevs
"('Tule',)",tänav,TÄNAV,whatevs
"('Tulekivi',)",tänav,TÄNAV,whatevs
"('Tuleraua',)",tänav,TÄNAV,whatevs
"('Tuletorni',)",tänav,TÄNAV,whatevs
"('Tuletõrje',)",tänav,TÄNAV,whatevs
"('Tuleviku',)",tänav,TÄNAV,whatevs
"('Tulika',)",tänav,TÄNAV,whatevs
"('Tulimulla',)",tänav,TÄNAV,whatevs
"('Tuljaku',)",tänav,TÄNAV,whatevs
"('Tuluste',)",tänav,TÄNAV,whatevs
"('Tungla',)",tänav,TÄNAV,whatevs
"('Turba',)",tänav,TÄNAV,whatevs
"('1.', 'Turba')",tänav,TÄNAV,whatevs
"('2.', 'Turba')",tänav,TÄNAV,whatevs
"('3.', 'Turba')",tänav,TÄNAV,whatevs
"('Turbasambla',)",tänav,TÄNAV,whatevs
"('Tursa',)",tänav,TÄNAV,whatevs
"('Turu',)",tänav,TÄNAV,whatevs
"('Turuplatsi',)",tänav,TÄNAV,whatevs
"('Tuubi',)",tänav,TÄNAV,whatevs
"('Tuukri',)",tänav,TÄNAV,whatevs
"('Tuule',)",tänav,TÄNAV,whatevs
"('Tuulemaa',)",tänav,TÄNAV,whatevs
"('Tuulemurru',)",tänav,TÄNAV,whatevs
"('Tuulemäe',)",tänav,TÄNAV,whatevs
"('Tuulenurga',)",tänav,TÄNAV,whatevs
"('Tuuleveski',)",tänav,TÄNAV,whatevs
"('Tuuliku',)",tänav,TÄNAV,whatevs
"('Tuuslari',)",tänav,TÄNAV,whatevs
"('Tuvi',)",tänav,TÄNAV,whatevs
"('Tõela',)",tänav,TÄNAV,whatevs
"('Tõivu',)",tänav,TÄNAV,whatevs
"('Tõkke',)",tänav,TÄNAV,whatevs
"('Tõllu',)",tänav,TÄNAV,whatevs
"('Jaan', 'Tõnissoni')",tänav,TÄNAV,whatevs
"('Tõnissoni',)",tänav,TÄNAV,whatevs
"('Tõnu',)",tänav,TÄNAV,whatevs
"('Tõru',)",tänav,TÄNAV,whatevs
"('Tõrva',)",tänav,TÄNAV,whatevs
"('Tõrviku',)",tänav,TÄNAV,whatevs
"('Tõusu',)",tänav,TÄNAV,whatevs
"('Tähe',)",tänav,TÄNAV,whatevs
"('Uime',)",tänav,TÄNAV,whatevs
"('Ujuki',)",tänav,TÄNAV,whatevs
"('Ujula',)",tänav,TÄNAV,whatevs
"('Uku',)",tänav,TÄNAV,whatevs
"('Ultramariini',)",tänav,TÄNAV,whatevs
"('Umbjärve',)",tänav,TÄNAV,whatevs
"('Umboja',)",tänav,TÄNAV,whatevs
"('Uneliblika',)",tänav,TÄNAV,whatevs
"('Unistuse',)",tänav,TÄNAV,whatevs
"('Unna',)",tänav,TÄNAV,whatevs
"('Urbukse',)",tänav,TÄNAV,whatevs
"('Urva',)",tänav,TÄNAV,whatevs
"('Urve',)",tänav,TÄNAV,whatevs
"('Ussimäe',)",tänav,TÄNAV,whatevs
"('Uue', 'Maailma')",tänav,TÄNAV,whatevs
"('Maailma',)",tänav,TÄNAV,whatevs
"('Uuemõisa',)",tänav,TÄNAV,whatevs
"('Uuepere',)",tänav,TÄNAV,whatevs
"('Uueturu',)",tänav,TÄNAV,whatevs
"('Uueveski',)",tänav,TÄNAV,whatevs
"('Uus',)",tänav,TÄNAV,whatevs
"('Uus-Ameerika',)",tänav,TÄNAV,whatevs
"('Uus-Eliisabeti',)",tänav,TÄNAV,whatevs
"('Uus-Kalamaja',)",tänav,TÄNAV,whatevs
"('Uus-Karja',)",tänav,TÄNAV,whatevs
"('Uus-Kastani',)",tänav,TÄNAV,whatevs
"('Uus-Koidu',)",tänav,TÄNAV,whatevs
"('Uus-Kubja',)",tänav,TÄNAV,whatevs
"('Uusküla',)",tänav,TÄNAV,whatevs
"('1.', 'Uusküla')",tänav,TÄNAV,whatevs
"('2.', 'Uusküla')",tänav,TÄNAV,whatevs
"('4.', 'Uusküla')",tänav,TÄNAV,whatevs
"('5.', 'Uusküla')",tänav,TÄNAV,whatevs
"('Uus-Laane',)",tänav,TÄNAV,whatevs
"('Uuslinna',)",tänav,TÄNAV,whatevs
"('Uus-Maleva',)",tänav,TÄNAV,whatevs
"('Uus-Mihkli',)",tänav,TÄNAV,whatevs
"('Uusna',)",tänav,TÄNAV,whatevs
"('Uus-Peetri',)",tänav,TÄNAV,whatevs
"('Uus-Pilliroo',)",tänav,TÄNAV,whatevs
"('Uus-Põllu',)",tänav,TÄNAV,whatevs
"('Uus-Roomassaare',)",tänav,TÄNAV,whatevs
"('Uus-Sadama',)",tänav,TÄNAV,whatevs
"('Uus-Saku',)",tänav,TÄNAV,whatevs
"('Uus-Sauga',)",tänav,TÄNAV,whatevs
"('Uus-Savi',)",tänav,TÄNAV,whatevs
"('Uustalu',)",tänav,TÄNAV,whatevs
"('Uus-Tatari',)",tänav,TÄNAV,whatevs
"('Uus-Tehase',)",tänav,TÄNAV,whatevs
"('Uus-Võsa',)",tänav,TÄNAV,whatevs
"('Vaablase',)",tänav,TÄNAV,whatevs
"('Vaagi',)",tänav,TÄNAV,whatevs
"('Vaalu',)",tänav,TÄNAV,whatevs
"('Vaari',)",tänav,TÄNAV,whatevs
"('Vaarika',)",tänav,TÄNAV,whatevs
"('Vaariku',)",tänav,TÄNAV,whatevs
"('Vaba',)",tänav,TÄNAV,whatevs
"('Vabaduse',)",tänav,TÄNAV,whatevs
"('Vabarna',)",tänav,TÄNAV,whatevs
"('Ado', 'Vabbe')",tänav,TÄNAV,whatevs
"('Vabbe',)",tänav,TÄNAV,whatevs
"('Vabe',)",tänav,TÄNAV,whatevs
"('Vabriku',)",tänav,TÄNAV,whatevs
"('Vae',)",tänav,TÄNAV,whatevs
"('Vaekoja',)",tänav,TÄNAV,whatevs
"('Vaeselapse',)",tänav,TÄNAV,whatevs
"('Vaestekooli',)",tänav,TÄNAV,whatevs
"('Vaestelaste',)",tänav,TÄNAV,whatevs
"('Vaestemaja',)",tänav,TÄNAV,whatevs
"('Vaestepatuste',)",tänav,TÄNAV,whatevs
"('Vagula',)",tänav,TÄNAV,whatevs
"('Vahe',)",tänav,TÄNAV,whatevs
"('Vahemetsa',)",tänav,TÄNAV,whatevs
"('Vahepere',)",tänav,TÄNAV,whatevs
"('Vahi',)",tänav,TÄNAV,whatevs
"('Vahtra',)",tänav,TÄNAV,whatevs
"('Vahtramäe',)",tänav,TÄNAV,whatevs
"('Vaigu',)",tänav,TÄNAV,whatevs
"('Vaikne',)",tänav,TÄNAV,whatevs
"('Vaimu',)",tänav,TÄNAV,whatevs
"('Vainu',)",tänav,TÄNAV,whatevs
"('Vainutalu',)",tänav,TÄNAV,whatevs
"('Vaivara',)",tänav,TÄNAV,whatevs
"('Vaksali',)",tänav,TÄNAV,whatevs
"('Vaksali', '(Kauba)')",tänav,TÄNAV,whatevs
"('(Kauba)',)",tänav,TÄNAV,whatevs
"('Vaksiku',)",tänav,TÄNAV,whatevs
"('Valdeku',)",tänav,TÄNAV,whatevs
"('Valga',)",tänav,TÄNAV,whatevs
"('Valge',)",tänav,TÄNAV,whatevs
"('Valgevase',)",tänav,TÄNAV,whatevs
"('Valgjärve',)",tänav,TÄNAV,whatevs
"('Valguse',)",tänav,TÄNAV,whatevs
"('Valguta',)",tänav,TÄNAV,whatevs
"('Valla',)",tänav,TÄNAV,whatevs
"('Valli',)",tänav,TÄNAV,whatevs
"('Vallikraavi',)",tänav,TÄNAV,whatevs
"('Vallimaa',)",tänav,TÄNAV,whatevs
"('Leonardo', 'Valtsi')",tänav,TÄNAV,whatevs
"('Valtsi',)",tänav,TÄNAV,whatevs
"('Valukoja',)",tänav,TÄNAV,whatevs
"('Valuoja',)",tänav,TÄNAV,whatevs
"('Valve',)",tänav,TÄNAV,whatevs
"('Vambola',)",tänav,TÄNAV,whatevs
"('Vana',)",tänav,TÄNAV,whatevs
"('Vana-Asula',)",tänav,TÄNAV,whatevs
"('Vanadekodu',)",tänav,TÄNAV,whatevs
"('Vanajärve',)",tänav,TÄNAV,whatevs
"('Vana-Kalamaja',)",tänav,TÄNAV,whatevs
"('Vana-Keldrimäe',)",tänav,TÄNAV,whatevs
"('Vana-Koidu',)",tänav,TÄNAV,whatevs
"('Vanakuu',)",tänav,TÄNAV,whatevs
"('Vana-Kuuli',)",tänav,TÄNAV,whatevs
"('Vanaküla',)",tänav,TÄNAV,whatevs
"('Vana-Liivamäe',)",tänav,TÄNAV,whatevs
"('Vana-Lõuna',)",tänav,TÄNAV,whatevs
"('Vana-Mustamäe',)",tänav,TÄNAV,whatevs
"('Vanamõisa',)",tänav,TÄNAV,whatevs
"('Vana-Nõo',)",tänav,TÄNAV,whatevs
"('Vana-Olgina',)",tänav,TÄNAV,whatevs
"('Vanapargi',)",tänav,TÄNAV,whatevs
"('Vana-Posti',)",tänav,TÄNAV,whatevs
"('Vana-Postijaama',)",tänav,TÄNAV,whatevs
"('Vana-Roomassaare',)",tänav,TÄNAV,whatevs
"('Vana-Rääma',)",tänav,TÄNAV,whatevs
"('Vana-Sauga',)",tänav,TÄNAV,whatevs
"('Vana-Savi',)",tänav,TÄNAV,whatevs
"('Vana-Tallinna',)",tänav,TÄNAV,whatevs
"('Vana-Tambre',)",tänav,TÄNAV,whatevs
"('Vana-Tooma',)",tänav,TÄNAV,whatevs
"('Vana-Umboja',)",tänav,TÄNAV,whatevs
"('Vana-Vaksali',)",tänav,TÄNAV,whatevs
"('Vana-Veerenni',)",tänav,TÄNAV,whatevs
"('Vana-Viru',)",tänav,TÄNAV,whatevs
"('Vanemuise',)",tänav,TÄNAV,whatevs
"('Vaniku',)",tänav,TÄNAV,whatevs
"('Vankri',)",tänav,TÄNAV,whatevs
"('Vao',)",tänav,TÄNAV,whatevs
"('Vapramäe',)",tänav,TÄNAV,whatevs
"('Varblase',)",tänav,TÄNAV,whatevs
"('Varbola',)",tänav,TÄNAV,whatevs
"('Aleksander', 'Vardi')",tänav,TÄNAV,whatevs
"('Vardi',)",tänav,TÄNAV,whatevs
"('Varese',)",tänav,TÄNAV,whatevs
"('Variku',)",tänav,TÄNAV,whatevs
"('Varju',)",tänav,TÄNAV,whatevs
"('Varraku',)",tänav,TÄNAV,whatevs
"('Varre',)",tänav,TÄNAV,whatevs
"('Varsa',)",tänav,TÄNAV,whatevs
"('Varsaallika',)",tänav,TÄNAV,whatevs
"('Varsakabja',)",tänav,TÄNAV,whatevs
"('Varsakopli',)",tänav,TÄNAV,whatevs
"('Vasara',)",tänav,TÄNAV,whatevs
"('Vase',)",tänav,TÄNAV,whatevs
"('Vaskussi',)",tänav,TÄNAV,whatevs
"('Vastla',)",tänav,TÄNAV,whatevs
"('Vati',)",tänav,TÄNAV,whatevs
"('Vedru',)",tänav,TÄNAV,whatevs
"('Veduri',)",tänav,TÄNAV,whatevs
"('Vee',)",tänav,TÄNAV,whatevs
"('Veeberi',)",tänav,TÄNAV,whatevs
"('Veehoidla',)",tänav,TÄNAV,whatevs
"('Veere',)",tänav,TÄNAV,whatevs
"('Veerenni',)",tänav,TÄNAV,whatevs
"('Veeriku',)",tänav,TÄNAV,whatevs
"('Veerise',)",tänav,TÄNAV,whatevs
"('Veerme',)",tänav,TÄNAV,whatevs
"('Veeru',)",tänav,TÄNAV,whatevs
"('Veetorni',)",tänav,TÄNAV,whatevs
"('Vene',)",tänav,TÄNAV,whatevs
"('Veneküla',)",tänav,TÄNAV,whatevs
"('Veose',)",tänav,TÄNAV,whatevs
"('Vepsküla',)",tänav,TÄNAV,whatevs
"('Verijärve',)",tänav,TÄNAV,whatevs
"('Versta',)",tänav,TÄNAV,whatevs
"('Vesikaare',)",tänav,TÄNAV,whatevs
"('Vesikupu',)",tänav,TÄNAV,whatevs
"('Vesilennuki',)",tänav,TÄNAV,whatevs
"('Vesiliiva',)",tänav,TÄNAV,whatevs
"('Vesiliku',)",tänav,TÄNAV,whatevs
"('Vesioina',)",tänav,TÄNAV,whatevs
"('Vesiravila',)",tänav,TÄNAV,whatevs
"('Vesiroosi',)",tänav,TÄNAV,whatevs
"('Vesiveski',)",tänav,TÄNAV,whatevs
"('Vesivärava',)",tänav,TÄNAV,whatevs
"('Veske',)",tänav,TÄNAV,whatevs
"('Veski',)",tänav,TÄNAV,whatevs
"('Veskijärve',)",tänav,TÄNAV,whatevs
"('Veskilise',)",tänav,TÄNAV,whatevs
"('Veskimetsa',)",tänav,TÄNAV,whatevs
"('Veskimäe',)",tänav,TÄNAV,whatevs
"('Veskioja',)",tänav,TÄNAV,whatevs
"('Veskiposti',)",tänav,TÄNAV,whatevs
"('Veskitammi',)",tänav,TÄNAV,whatevs
"('Vesse',)",tänav,TÄNAV,whatevs
"('Vestervalli',)",tänav,TÄNAV,whatevs
"('Vestika',)",tänav,TÄNAV,whatevs
"('Vete',)",tänav,TÄNAV,whatevs
"('Vetika',)",tänav,TÄNAV,whatevs
"('Vetla',)",tänav,TÄNAV,whatevs
"('Viadukti',)",tänav,TÄNAV,whatevs
"('Vibu',)",tänav,TÄNAV,whatevs
"('Videviku',)",tänav,TÄNAV,whatevs
"('Vigla',)",tänav,TÄNAV,whatevs
"('Vihma',)",tänav,TÄNAV,whatevs
"('Vihu',)",tänav,TÄNAV,whatevs
"('Vihuri',)",tänav,TÄNAV,whatevs
"('Viida',)",tänav,TÄNAV,whatevs
"('Viidika',)",tänav,TÄNAV,whatevs
"('Viige',)",tänav,TÄNAV,whatevs
"('Viinamarja',)",tänav,TÄNAV,whatevs
"('Viira',)",tänav,TÄNAV,whatevs
"('Eduard', 'Viiralti')",tänav,TÄNAV,whatevs
"('Viiralti',)",tänav,TÄNAV,whatevs
"('Viire',)",tänav,TÄNAV,whatevs
"('Viirpuu',)",tänav,TÄNAV,whatevs
"('Viisjärve',)",tänav,TÄNAV,whatevs
"('Vikerkaare',)",tänav,TÄNAV,whatevs
"('Vikerlase',)",tänav,TÄNAV,whatevs
"('Viki',)",tänav,TÄNAV,whatevs
"('Viktoria',)",tänav,TÄNAV,whatevs
"('Gustav', 'Vilbaste')",tänav,TÄNAV,whatevs
"('Vilbaste',)",tänav,TÄNAV,whatevs
"('Eduard', 'Vilde')",tänav,TÄNAV,whatevs
"('Vilde',)",tänav,TÄNAV,whatevs
"('Vile',)",tänav,TÄNAV,whatevs
"('Vilgukivi',)",tänav,TÄNAV,whatevs
"('Vilisuu',)",tänav,TÄNAV,whatevs
"('Vilja',)",tänav,TÄNAV,whatevs
"('Viljaku',)",tänav,TÄNAV,whatevs
"('Viljandi',)",tänav,TÄNAV,whatevs
"('Vilve',)",tänav,TÄNAV,whatevs
"('Vimma',)",tänav,TÄNAV,whatevs
"('Vindi',)",tänav,TÄNAV,whatevs
"('Vineeri',)",tänav,TÄNAV,whatevs
"('Vingi',)",tänav,TÄNAV,whatevs
"('Vinkli',)",tänav,TÄNAV,whatevs
"('Virbi',)",tänav,TÄNAV,whatevs
"('Virmalise',)",tänav,TÄNAV,whatevs
"('Viru',)",tänav,TÄNAV,whatevs
"('Virula',)",tänav,TÄNAV,whatevs
"('Virulombi',)",tänav,TÄNAV,whatevs
"('Virvatule',)",tänav,TÄNAV,whatevs
"('Virve',)",tänav,TÄNAV,whatevs
"('Visase',)",tänav,TÄNAV,whatevs
"('Vismeistri',)",tänav,TÄNAV,whatevs
"('Vitamiini',)",tänav,TÄNAV,whatevs
"('Viu',)",tänav,TÄNAV,whatevs
"('Voika',)",tänav,TÄNAV,whatevs
"('Voldemari',)",tänav,TÄNAV,whatevs
"('Volta',)",tänav,TÄNAV,whatevs
"('Voo',)",tänav,TÄNAV,whatevs
"('Voolu',)",tänav,TÄNAV,whatevs
"('Voore',)",tänav,TÄNAV,whatevs
"('Voorimehe',)",tänav,TÄNAV,whatevs
"('Vormsi',)",tänav,TÄNAV,whatevs
"('Vuti',)",tänav,TÄNAV,whatevs
"('Võhandu',)",tänav,TÄNAV,whatevs
"('Võidu',)",tänav,TÄNAV,whatevs
"('Võidujooksu',)",tänav,TÄNAV,whatevs
"('Võilille',)",tänav,TÄNAV,whatevs
"('Võimla',)",tänav,TÄNAV,whatevs
"('Võimlemise',)",tänav,TÄNAV,whatevs
"('Võistluse',)",tänav,TÄNAV,whatevs
"('Võitjate',)",tänav,TÄNAV,whatevs
"('Võitleja',)",tänav,TÄNAV,whatevs
"('Võlli',)",tänav,TÄNAV,whatevs
"('Võlvi',)",tänav,TÄNAV,whatevs
"('Võnnu',)",tänav,TÄNAV,whatevs
"('Võrgu',)",tänav,TÄNAV,whatevs
"('Võrgukivi',)",tänav,TÄNAV,whatevs
"('Võrse',)",tänav,TÄNAV,whatevs
"('Võrsiku',)",tänav,TÄNAV,whatevs
"('Võru',)",tänav,TÄNAV,whatevs
"('Väike-Kloostri',)",tänav,TÄNAV,whatevs
"('Väike-Kompassi',)",tänav,TÄNAV,whatevs
"('Väike-Kooli',)",tänav,TÄNAV,whatevs
"('Väike-Kopli',)",tänav,TÄNAV,whatevs
"('Väike-Kubja',)",tänav,TÄNAV,whatevs
"('Väike-Kuke',)",tänav,TÄNAV,whatevs
"('Väike-Köie',)",tänav,TÄNAV,whatevs
"('Väike-Laagri',)",tänav,TÄNAV,whatevs
"('Väike-Laatsi',)",tänav,TÄNAV,whatevs
"('Väike-Lasnamäe',)",tänav,TÄNAV,whatevs
"('Väike-Lepa',)",tänav,TÄNAV,whatevs
"('Väike-Liiva',)",tänav,TÄNAV,whatevs
"('Väike-Lohu',)",tänav,TÄNAV,whatevs
"('Väike-Lootsi',)",tänav,TÄNAV,whatevs
"('Väike-Lossi',)",tänav,TÄNAV,whatevs
"('Väike-Maarja',)",tänav,TÄNAV,whatevs
"('Väike-Mere',)",tänav,TÄNAV,whatevs
"('Väike-Männiku',)",tänav,TÄNAV,whatevs
"('Väike-Nelgi',)",tänav,TÄNAV,whatevs
"('Väike-Nõlvaku',)",tänav,TÄNAV,whatevs
"('Väike-Nõmme',)",tänav,TÄNAV,whatevs
"('Väike-Nürnbergi',)",tänav,TÄNAV,whatevs
"('Väike-Paala',)",tänav,TÄNAV,whatevs
"('Väike-Pargi',)",tänav,TÄNAV,whatevs
"('Väike-Patarei',)",tänav,TÄNAV,whatevs
"('Väike-Peetri',)",tänav,TÄNAV,whatevs
"('Väike-Peterburi',)",tänav,TÄNAV,whatevs
"('Väike-Posti',)",tänav,TÄNAV,whatevs
"('Väike-Põllu',)",tänav,TÄNAV,whatevs
"('Väike-Pärnu',)",tänav,TÄNAV,whatevs
"('Väike-Pääsukese',)",tänav,TÄNAV,whatevs
"('Väike-Riesenkampfi',)",tänav,TÄNAV,whatevs
"('Väike-Roosikrantsi',)",tänav,TÄNAV,whatevs
"('Väikesaare',)",tänav,TÄNAV,whatevs
"('Väike-Sadama',)",tänav,TÄNAV,whatevs
"('Väikese', 'Illimari')",tänav,TÄNAV,whatevs
"('Väike-Sepa',)",tänav,TÄNAV,whatevs
"('Väike-Sõjamäe',)",tänav,TÄNAV,whatevs
"('Väike-Tiigi',)",tänav,TÄNAV,whatevs
"('Väike-Toome',)",tänav,TÄNAV,whatevs
"('Väike-Turu',)",tänav,TÄNAV,whatevs
"('Väike-Tähe',)",tänav,TÄNAV,whatevs
"('Väike-Vaekoja',)",tänav,TÄNAV,whatevs
"('Väike-Vahtra',)",tänav,TÄNAV,whatevs
"('Väike-Valli',)",tänav,TÄNAV,whatevs
"('Väike-Veski',)",tänav,TÄNAV,whatevs
"('Väike-Viigi',)",tänav,TÄNAV,whatevs
"('Väike-Viljandi',)",tänav,TÄNAV,whatevs
"('Väina',)",tänav,TÄNAV,whatevs
"('Välgu',)",tänav,TÄNAV,whatevs
"('Välja',)",tänav,TÄNAV,whatevs
"('Väljaku',)",tänav,TÄNAV,whatevs
"('Väljataguse',)",tänav,TÄNAV,whatevs
"('Välu',)",tänav,TÄNAV,whatevs
"('Väomurru',)",tänav,TÄNAV,whatevs
"('Värava',)",tänav,TÄNAV,whatevs
"('Värsi',)",tänav,TÄNAV,whatevs
"('Värske',)",tänav,TÄNAV,whatevs
"('Värvi',)",tänav,TÄNAV,whatevs
"('Värvu',)",tänav,TÄNAV,whatevs
"('Västra',)",tänav,TÄNAV,whatevs
"('Västriku',)",tänav,TÄNAV,whatevs
"('Vääna',)",tänav,TÄNAV,whatevs
"('Vööri',)",tänav,TÄNAV,whatevs
"('August', 'Weizenbergi')",tänav,TÄNAV,whatevs
