_phrase_,type,grammar_symbol
"('Hageri', 'kirikuvald')",asula,ASULA
"('Hageri',)",asula,ASULA
"('Hageri', 'vald')",asula,ASULA
"('Hagudi', 'vald')",asula,ASULA
"('Hagudi',)",asula,ASULA
"('Haiba', 'vald')",asula,ASULA
"('Haiba',)",asula,ASULA
"('Haimre', 'vald')",asula,ASULA
"('Haimre',)",asula,ASULA
"('Halinga', 'vald')",asula,ASULA
"('Halinga',)",asula,ASULA
"('Haljala', 'kirikuvald')",asula,ASULA
"('Haljala',)",asula,ASULA
"('Haljala', 'vald')",asula,ASULA
"('Haljava', 'vald')",asula,ASULA
"('Haljava',)",asula,ASULA
"('Halliku', 'vald')",asula,ASULA
"('Halliku',)",asula,ASULA
"('Halliste', 'vald')",asula,ASULA
"('Halliste',)",asula,ASULA
"('Hanila', 'kirikuvald')",asula,ASULA
"('Hanila',)",asula,ASULA
"('Hanila', 'vald')",asula,ASULA
"('Hardu', 'vald')",asula,ASULA
"('Hardu',)",asula,ASULA
"('Hargla', 'kirikuvald')",asula,ASULA
"('Hargla',)",asula,ASULA
"('Harju-Jaani', 'kirikuvald')",asula,ASULA
"('Harju-Jaani',)",asula,ASULA
"('Harju-Madise', 'kirikuvald')",asula,ASULA
"('Harju-Madise',)",asula,ASULA
"('Harku', 'vald')",asula,ASULA
"('Harku',)",asula,ASULA
"('Harmi', 'vald')",asula,ASULA
"('Harmi',)",asula,ASULA
"('Hatu', 'vald')",asula,ASULA
"('Hatu',)",asula,ASULA
"('Heimtali', 'vald')",asula,ASULA
"('Heimtali',)",asula,ASULA
"('Heisri', 'vald')",asula,ASULA
"('Heisri',)",asula,ASULA
"('Hellamaa', 'vald')",asula,ASULA
"('Hellamaa',)",asula,ASULA
"('Hellenurme', 'vald')",asula,ASULA
"('Hellenurme',)",asula,ASULA
"('Helme', 'kirikuvald')",asula,ASULA
"('Helme',)",asula,ASULA
"('Helme', 'vald')",asula,ASULA
"('Hertu', 'vald')",asula,ASULA
"('Hertu',)",asula,ASULA
"('Hiiu', 'vald')",asula,ASULA
"('Hiiu',)",asula,ASULA
"('Holdre', 'vald')",asula,ASULA
"('Holdre',)",asula,ASULA
"('Holstre', 'vald')",asula,ASULA
"('Holstre',)",asula,ASULA
"('Hulja', 'vald')",asula,ASULA
"('Hulja',)",asula,ASULA
"('Humala', 'vald')",asula,ASULA
"('Humala',)",asula,ASULA
"('Hummuli', 'vald')",asula,ASULA
"('Hummuli',)",asula,ASULA
"('Hurmi', 'vald')",asula,ASULA
"('Hurmi',)",asula,ASULA
"('Huuksi', 'vald')",asula,ASULA
"('Huuksi',)",asula,ASULA
"('Hõbeda', 'vald')",asula,ASULA
"('Hõbeda',)",asula,ASULA
"('Hõreda-Pae', 'vald')",asula,ASULA
"('Hõreda-Pae',)",asula,ASULA
"('Härgla', 'vald')",asula,ASULA
"('Härgla',)",asula,ASULA
"('Härjanurme', 'vald')",asula,ASULA
"('Härjanurme',)",asula,ASULA
"('Härmamäe', 'vald')",asula,ASULA
"('Härmamäe',)",asula,ASULA
"('Häädemeeste', 'vald')",asula,ASULA
"('Häädemeeste',)",asula,ASULA
"('Idavere', 'vald')",asula,ASULA
"('Idavere',)",asula,ASULA
"('Iigaste', 'vald')",asula,ASULA
"('Iigaste',)",asula,ASULA
"('Iisaku', 'kirikuvald')",asula,ASULA
"('Iisaku',)",asula,ASULA
"('Iisaku', 'vald')",asula,ASULA
"('Illuka', 'vald')",asula,ASULA
"('Illuka',)",asula,ASULA
"('Illuste', 'vald')",asula,ASULA
"('Illuste',)",asula,ASULA
"('Ilmatsalu', 'vald')",asula,ASULA
"('Ilmatsalu',)",asula,ASULA
"('Ilmjärve', 'vald')",asula,ASULA
"('Ilmjärve',)",asula,ASULA
"('Ilpla', 'vald')",asula,ASULA
"('Ilpla',)",asula,ASULA
"('Imastu', 'vald')",asula,ASULA
"('Imastu',)",asula,ASULA
"('Imatu', 'vald')",asula,ASULA
"('Imatu',)",asula,ASULA
"('Imavere', 'vald')",asula,ASULA
"('Imavere',)",asula,ASULA
"('Imukvere', 'vald')",asula,ASULA
"('Imukvere',)",asula,ASULA
"('Ingliste', 'vald')",asula,ASULA
"('Ingliste',)",asula,ASULA
"('Inju', 'vald')",asula,ASULA
"('Inju',)",asula,ASULA
"('Iru', 'vald')",asula,ASULA
"('Iru',)",asula,ASULA
"('Jaama', 'vald')",asula,ASULA
"('Jaama',)",asula,ASULA
"('Jaani', 'kirikuvald')",asula,ASULA
"('Jaani',)",asula,ASULA
"('Jalametsa', 'vald')",asula,ASULA
"('Jalametsa',)",asula,ASULA
"('Jaska', 'vald')",asula,ASULA
"('Jaska',)",asula,ASULA
"('Joa', 'vald')",asula,ASULA
"('Joa',)",asula,ASULA
"('Joala', 'vald')",asula,ASULA
"('Joala',)",asula,ASULA
"('Joosu', 'vald')",asula,ASULA
"('Joosu',)",asula,ASULA
"('Jootme-Räsna', 'vald')",asula,ASULA
"('Jootme-Räsna',)",asula,ASULA
"('Juba', 'vald')",asula,ASULA
"('Juba',)",asula,ASULA
"('Jursi', 'vald')",asula,ASULA
"('Jursi',)",asula,ASULA
"('Juuru', 'kirikuvald')",asula,ASULA
"('Juuru',)",asula,ASULA
"('Juuru', 'vald')",asula,ASULA
"('Jõe', 'vald')",asula,ASULA
"('Jõe',)",asula,ASULA
"('Jõelähtme', 'kirikuvald')",asula,ASULA
"('Jõelähtme',)",asula,ASULA
"('Jõelähtme', 'vald')",asula,ASULA
"('Jõepere', 'vald')",asula,ASULA
"('Jõepere',)",asula,ASULA
"('Jõesse', 'vald')",asula,ASULA
"('Jõesse',)",asula,ASULA
"('Jõetaguse', 'vald')",asula,ASULA
"('Jõetaguse',)",asula,ASULA
"('Jõgeva', 'linn')",asula,ASULA
"('Jõgeva',)",asula,ASULA
"('Jõgeva', 'vald')",asula,ASULA
"('Jõgeveste', 'vald')",asula,ASULA
"('Jõgeveste',)",asula,ASULA
"('Jõgisoo', 'vald')",asula,ASULA
"('Jõgisoo',)",asula,ASULA
"('Jõhvi', 'kirikuvald')",asula,ASULA
"('Jõhvi',)",asula,ASULA
"('Jõhvi', 'vald')",asula,ASULA
"('Jõksi', 'vald')",asula,ASULA
"('Jõksi',)",asula,ASULA
"('Jõõpre', 'vald')",asula,ASULA
"('Jõõpre',)",asula,ASULA
"('Jädivere', 'vald')",asula,ASULA
"('Jädivere',)",asula,ASULA
"('Jägala', 'vald')",asula,ASULA
"('Jägala',)",asula,ASULA
"('Jälgimäe', 'vald')",asula,ASULA
"('Jälgimäe',)",asula,ASULA
"('Jämaja', 'kirikuvald')",asula,ASULA
"('Jämaja',)",asula,ASULA
"('Jäneda-Lehtmetsa', 'vald')",asula,ASULA
"('Jäneda-Lehtmetsa',)",asula,ASULA
"('Järlepa', 'vald')",asula,ASULA
"('Järlepa',)",asula,ASULA
"('Järva-Jaani', 'kirikuvald')",asula,ASULA
"('Järva-Jaani',)",asula,ASULA
"('Järva-Jaani', 'vald')",asula,ASULA
"('Järvajõe', 'vald')",asula,ASULA
"('Järvajõe',)",asula,ASULA
"('Järvakandi', 'vald')",asula,ASULA
"('Järvakandi',)",asula,ASULA
"('Järva-Madise', 'kirikuvald')",asula,ASULA
"('Järva-Madise',)",asula,ASULA
"('Järve', 'kn')",asula,ASULA
"('Järve',)",asula,ASULA
"('Järve', 'vald')",asula,ASULA
"('Järvesuu', 'vald')",asula,ASULA
"('Järvesuu',)",asula,ASULA
"('Jäärja', 'vald')",asula,ASULA
"('Jäärja',)",asula,ASULA
"('Jööri', 'vald')",asula,ASULA
"('Jööri',)",asula,ASULA
"('Jüri', 'kirikuvald')",asula,ASULA
"('Jüri',)",asula,ASULA
"('Kaagjärve', 'vald')",asula,ASULA
"('Kaagjärve',)",asula,ASULA
"('Kaagvere', 'vald')",asula,ASULA
"('Kaagvere',)",asula,ASULA
"('Kaalepi', 'vald')",asula,ASULA
"('Kaalepi',)",asula,ASULA
"('Kaali', 'vald')",asula,ASULA
"('Kaali',)",asula,ASULA
"('Kaarepere', 'vald')",asula,ASULA
"('Kaarepere',)",asula,ASULA
"('Kaarli', 'vald')",asula,ASULA
"('Kaarli',)",asula,ASULA
"('Kaarma', 'kirikuvald')",asula,ASULA
"('Kaarma',)",asula,ASULA
"('Kaarma', 'vald')",asula,ASULA
"('Kaarmise', 'vald')",asula,ASULA
"('Kaarmise',)",asula,ASULA
"('Kaave', 'vald')",asula,ASULA
"('Kaave',)",asula,ASULA
"('Kaavere', 'vald')",asula,ASULA
"('Kaavere',)",asula,ASULA
"('Kabala', 'vald')",asula,ASULA
"('Kabala',)",asula,ASULA
"('Kabina', 'vald')",asula,ASULA
"('Kabina',)",asula,ASULA
"('Kabli', 'kn')",asula,ASULA
"('Kabli',)",asula,ASULA
"('Kadrina', 'kirikuvald')",asula,ASULA
"('Kadrina',)",asula,ASULA
"('Kadrina', 'vald')",asula,ASULA
"('Kaelase', 'vald')",asula,ASULA
"('Kaelase',)",asula,ASULA
"('Kahkva', 'vald')",asula,ASULA
"('Kahkva',)",asula,ASULA
"('Kahtla', 'vald')",asula,ASULA
"('Kahtla',)",asula,ASULA
"('Kaiavere', 'vald')",asula,ASULA
"('Kaiavere',)",asula,ASULA
"('Kaisma', 'vald')",asula,ASULA
"('Kaisma',)",asula,ASULA
"('Kaiu', 'vald')",asula,ASULA
"('Kaiu',)",asula,ASULA
"('Kalda', 'vald')",asula,ASULA
"('Kalda',)",asula,ASULA
"('Kalevi', 'kn')",asula,ASULA
"('Kalevi',)",asula,ASULA
"('Kalina', 'vald')",asula,ASULA
"('Kalina',)",asula,ASULA
"('Kalju', 'vald')",asula,ASULA
"('Kalju',)",asula,ASULA
"('Kallaste', 'linn')",asula,ASULA
"('Kallaste',)",asula,ASULA
"('Kalle', 'vald')",asula,ASULA
"('Kalle',)",asula,ASULA
"('Kalli', 'vald')",asula,ASULA
"('Kalli',)",asula,ASULA
"('Kambi', 'vald')",asula,ASULA
"('Kambi',)",asula,ASULA
"('Kambja', 'kirikuvald')",asula,ASULA
"('Kambja',)",asula,ASULA
"('Kambja', 'vald')",asula,ASULA
"('Kammeri', 'vald')",asula,ASULA
"('Kammeri',)",asula,ASULA
"('Kandla', 'vald')",asula,ASULA
"('Kandla',)",asula,ASULA
"('Kandle', 'vald')",asula,ASULA
"('Kandle',)",asula,ASULA
"('Kanepi', 'vald')",asula,ASULA
"('Kanepi',)",asula,ASULA
"('Kangrusselja', 'vald')",asula,ASULA
"('Kangrusselja',)",asula,ASULA
"('Kantsi', 'vald')",asula,ASULA
"('Kantsi',)",asula,ASULA
"('Kapi', 'vald')",asula,ASULA
"('Kapi',)",asula,ASULA
"('Kapu', 'vald')",asula,ASULA
"('Kapu',)",asula,ASULA
"('Karala', 'vald')",asula,ASULA
"('Karala',)",asula,ASULA
"('Karaski', 'vald')",asula,ASULA
"('Karaski',)",asula,ASULA
"('Kareda', 'vald')",asula,ASULA
"('Kareda',)",asula,ASULA
"('Kargi', 'vald')",asula,ASULA
"('Kargi',)",asula,ASULA
"('Karilatsi', 'vald')",asula,ASULA
"('Karilatsi',)",asula,ASULA
"('Karinu', 'vald')",asula,ASULA
"('Karinu',)",asula,ASULA
"('Karinõmme', 'vald')",asula,ASULA
"('Karinõmme',)",asula,ASULA
"('Kariste', 'kn')",asula,ASULA
"('Kariste',)",asula,ASULA
"('Karitsa', 'vald')",asula,ASULA
"('Karitsa',)",asula,ASULA
"('Karja', 'kirikuvald')",asula,ASULA
"('Karja',)",asula,ASULA
"('Karja', 'vald')",asula,ASULA
"('Karksi', 'kn')",asula,ASULA
"('Karksi',)",asula,ASULA
"('Karksi', 'vald')",asula,ASULA
"('Karkuse', 'vald')",asula,ASULA
"('Karkuse',)",asula,ASULA
"('Karlova', 'vald')",asula,ASULA
"('Karlova',)",asula,ASULA
"('Karste', 'vald')",asula,ASULA
"('Karste',)",asula,ASULA
"('Karula', 'kirikuvald')",asula,ASULA
"('Karula',)",asula,ASULA
"('Karula', 'vald')",asula,ASULA
"('Karuse', 'kirikuvald')",asula,ASULA
"('Karuse',)",asula,ASULA
"('Kasari', 'vald')",asula,ASULA
"('Kasari',)",asula,ASULA
"('Kasaritsa', 'vald')",asula,ASULA
"('Kasaritsa',)",asula,ASULA
"('Kasepää', 'vald')",asula,ASULA
"('Kasepää',)",asula,ASULA
"('Kassari', 'vald')",asula,ASULA
"('Kassari',)",asula,ASULA
"('Kassinurme', 'vald')",asula,ASULA
"('Kassinurme',)",asula,ASULA
"('Kasti', 'vald')",asula,ASULA
"('Kasti',)",asula,ASULA
"('Kastna', 'vald')",asula,ASULA
"('Kastna',)",asula,ASULA
"('Kastolatsi', 'vald')",asula,ASULA
"('Kastolatsi',)",asula,ASULA
"('Kastre', 'vald')",asula,ASULA
"('Kastre',)",asula,ASULA
"('Katšanovo', 'vald')",asula,ASULA
"('Katšanovo',)",asula,ASULA
"('Kaubi', 'vald')",asula,ASULA
"('Kaubi',)",asula,ASULA
"('Kauksi', 'vald')",asula,ASULA
"('Kauksi',)",asula,ASULA
"('Kaunispe', 'vald')",asula,ASULA
"('Kaunispe',)",asula,ASULA
"('Kautjala', 'vald')",asula,ASULA
"('Kautjala',)",asula,ASULA
"('Kavastu', 'vald')",asula,ASULA
"('Kavastu',)",asula,ASULA
"('Kavilda', 'vald')",asula,ASULA
"('Kavilda',)",asula,ASULA
"('Keava', 'vald')",asula,ASULA
"('Keava',)",asula,ASULA
"('Keblaste', 'vald')",asula,ASULA
"('Keblaste',)",asula,ASULA
"('Keedika', 'vald')",asula,ASULA
"('Keedika',)",asula,ASULA
"('Keeni', 'vald')",asula,ASULA
"('Keeni',)",asula,ASULA
"('Keeri', 'vald')",asula,ASULA
"('Keeri',)",asula,ASULA
"('Kehra', 'vald')",asula,ASULA
"('Kehra',)",asula,ASULA
"('Kehtna', 'vald')",asula,ASULA
"('Kehtna',)",asula,ASULA
"('Keila', 'kirikuvald')",asula,ASULA
"('Keila',)",asula,ASULA
"('Keila', 'linn')",asula,ASULA
"('Keila', 'vald')",asula,ASULA
"('Kelba', 'vald')",asula,ASULA
"('Kelba',)",asula,ASULA
"('Kellamäe', 'vald')",asula,ASULA
"('Kellamäe',)",asula,ASULA
"('Kergu', 'vald')",asula,ASULA
"('Kergu',)",asula,ASULA
"('Kernu', 'vald')",asula,ASULA
"('Kernu',)",asula,ASULA
"('Keskküla', 'vald')",asula,ASULA
"('Keskküla',)",asula,ASULA
"('Keskvere', 'vald')",asula,ASULA
"('Keskvere',)",asula,ASULA
"('Kesselaiu', 'vald')",asula,ASULA
"('Kesselaiu',)",asula,ASULA
"('Kihelkonna', 'vald')",asula,ASULA
"('Kihelkonna',)",asula,ASULA
"('Kihlevere', 'vald')",asula,ASULA
"('Kihlevere',)",asula,ASULA
"('Kihnu', 'vald')",asula,ASULA
"('Kihnu',)",asula,ASULA
"('Kiideva', 'vald')",asula,ASULA
"('Kiideva',)",asula,ASULA
"('Kiidjärve', 'vald')",asula,ASULA
"('Kiidjärve',)",asula,ASULA
"('Kiikla', 'vald')",asula,ASULA
"('Kiikla',)",asula,ASULA
"('Kiili', 'vald')",asula,ASULA
"('Kiili',)",asula,ASULA
"('Kiltsi', 'kn')",asula,ASULA
"('Kiltsi',)",asula,ASULA
"('Kiltsi', 'vald')",asula,ASULA
"('Kingli', 'vald')",asula,ASULA
"('Kingli',)",asula,ASULA
"('Kioma', 'vald')",asula,ASULA
"('Kioma',)",asula,ASULA
"('Kirbla', 'kirikuvald')",asula,ASULA
"('Kirbla',)",asula,ASULA
"('Kirbla', 'kn')",asula,ASULA
"('Kirbla', 'vald')",asula,ASULA
"('Kirepi', 'vald')",asula,ASULA
"('Kirepi',)",asula,ASULA
"('Kirimäe', 'vald')",asula,ASULA
"('Kirimäe',)",asula,ASULA
"('Kirna', 'vald')",asula,ASULA
"('Kirna',)",asula,ASULA
"('Kiska', 'vald')",asula,ASULA
"('Kiska',)",asula,ASULA
"('Kivijärve', 'vald')",asula,ASULA
"('Kivijärve',)",asula,ASULA
"('Kiviloo', 'vald')",asula,ASULA
"('Kiviloo',)",asula,ASULA
"('Kiviõli', 'linn')",asula,ASULA
"('Kiviõli',)",asula,ASULA
"('Kloodi', 'vald')",asula,ASULA
"('Kloodi',)",asula,ASULA
"('Klooga', 'kn')",asula,ASULA
"('Klooga',)",asula,ASULA
"('Klooga-Karjaküla', 'vald')",asula,ASULA
"('Klooga-Karjaküla',)",asula,ASULA
"('Kloostri', 'vald')",asula,ASULA
"('Kloostri',)",asula,ASULA
"('Kodasema', 'vald')",asula,ASULA
"('Kodasema',)",asula,ASULA
"('Kodasoo', 'vald')",asula,ASULA
"('Kodasoo',)",asula,ASULA
"('Kodavere', 'kirikuvald')",asula,ASULA
"('Kodavere',)",asula,ASULA
"('Kodijärve', 'vald')",asula,ASULA
"('Kodijärve',)",asula,ASULA
"('Kodila', 'vald')",asula,ASULA
"('Kodila',)",asula,ASULA
"('Koeru', 'kirikuvald')",asula,ASULA
"('Koeru',)",asula,ASULA
"('Koeru', 'vald')",asula,ASULA
"('Koguva', 'vald')",asula,ASULA
"('Koguva',)",asula,ASULA
"('Kohala', 'vald')",asula,ASULA
"('Kohala',)",asula,ASULA
"('Kohatu', 'vald')",asula,ASULA
"('Kohatu',)",asula,ASULA
"('Kohila', 'vald')",asula,ASULA
"('Kohila',)",asula,ASULA
"('Kohtla', 'vald')",asula,ASULA
"('Kohtla',)",asula,ASULA
"('Kohtla-Järve', 'linn')",asula,ASULA
"('Kohtla-Järve',)",asula,ASULA
"('Kohtla-Nõmme', 'vald')",asula,ASULA
"('Kohtla-Nõmme',)",asula,ASULA
"('Koigi', 'vald')",asula,ASULA
"('Koigi',)",asula,ASULA
"('Koigu', 'vald')",asula,ASULA
"('Koigu',)",asula,ASULA
"('Koikküla', 'vald')",asula,ASULA
"('Koikküla',)",asula,ASULA
"('Koikla', 'vald')",asula,ASULA
"('Koikla',)",asula,ASULA
"('Koila', 'vald')",asula,ASULA
"('Koila',)",asula,ASULA
"('Koiola', 'vald')",asula,ASULA
"('Koiola',)",asula,ASULA
"('Koitjärve', 'vald')",asula,ASULA
"('Koitjärve',)",asula,ASULA
"('Kokora', 'vald')",asula,ASULA
"('Kokora',)",asula,ASULA
"('Kolga', 'vald')",asula,ASULA
"('Kolga',)",asula,ASULA
"('Kolga-Jaani', 'kirikuvald')",asula,ASULA
"('Kolga-Jaani',)",asula,ASULA
"('Kolga-Jaani', 'vald')",asula,ASULA
"('Kolovere', 'vald')",asula,ASULA
"('Kolovere',)",asula,ASULA
"('Kolovere-Kalju', 'vald')",asula,ASULA
"('Kolovere-Kalju',)",asula,ASULA
"('Kolu', 'vald')",asula,ASULA
"('Kolu',)",asula,ASULA
"('Konguta', 'vald')",asula,ASULA
"('Konguta',)",asula,ASULA
"('Konju', 'vald')",asula,ASULA
"('Konju',)",asula,ASULA
"('Konuvere', 'vald')",asula,ASULA
"('Konuvere',)",asula,ASULA
"('Koonga', 'vald')",asula,ASULA
"('Koonga',)",asula,ASULA
"('Koonu', 'vald')",asula,ASULA
"('Koonu',)",asula,ASULA
"('Kooraste', 'vald')",asula,ASULA
"('Kooraste',)",asula,ASULA
"('Koordi', 'vald')",asula,ASULA
"('Koordi',)",asula,ASULA
"('Koorküla', 'vald')",asula,ASULA
"('Koorküla',)",asula,ASULA
"('Koosa', 'kn')",asula,ASULA
"('Koosa',)",asula,ASULA
"('Koppelmaa', 'vald')",asula,ASULA
"('Koppelmaa',)",asula,ASULA
"('Korjuti', 'vald')",asula,ASULA
"('Korjuti',)",asula,ASULA
"('Kose', 'kirikuvald')",asula,ASULA
"('Kose',)",asula,ASULA
"('Kose', 'vald')",asula,ASULA
"('Kose-Uuemõisa', 'vald')",asula,ASULA
"('Kose-Uuemõisa',)",asula,ASULA
"('Kostivere', 'vald')",asula,ASULA
"('Kostivere',)",asula,ASULA
"('Kotlandi', 'vald')",asula,ASULA
"('Kotlandi',)",asula,ASULA
"('Krabi', 'vald')",asula,ASULA
"('Krabi',)",asula,ASULA
"('Kriimani', 'vald')",asula,ASULA
"('Kriimani',)",asula,ASULA
"('Kudina', 'vald')",asula,ASULA
"('Kudina',)",asula,ASULA
"('Kudjape', 'vald')",asula,ASULA
"('Kudjape',)",asula,ASULA
"('Kudruküla', 'vald')",asula,ASULA
"('Kudruküla',)",asula,ASULA
"('Kuie', 'vald')",asula,ASULA
"('Kuie',)",asula,ASULA
"('Kuigatsi', 'vald')",asula,ASULA
"('Kuigatsi',)",asula,ASULA
"('Kuijõe', 'vald')",asula,ASULA
"('Kuijõe',)",asula,ASULA
"('Kuimetsa', 'vald')",asula,ASULA
"('Kuimetsa',)",asula,ASULA
"('Kuivajõe', 'kn')",asula,ASULA
"('Kuivajõe',)",asula,ASULA
"('Kuivajõe', 'vald')",asula,ASULA
