_phrase_,type,grammar_symbol
"('Островная', 'волость')",asula,ASULA
"('Островная',)",asula,ASULA
"('Островская', 'волость')",asula,ASULA
"('Островская',)",asula,ASULA
"('Preedi', 'ja', 'Räho', 'vald')",asula,ASULA
"('Preedi', 'ja', 'Räho')",asula,ASULA
"('Räho',)",asula,ASULA
"('Wredensitz', 'mit', 'Rehho,', 'Gemeinde')",asula,ASULA
"('Ситцъ,', 'волость')",asula,ASULA
"('Ситцъ,',)",asula,ASULA
"('Ситцъ', 'и', 'Рего,', 'волость')",asula,ASULA
"('Ситцъ', 'и', 'Рего,')",asula,ASULA
"('Рего,',)",asula,ASULA
"('Friedholm,', 'Gemeinde')",asula,ASULA
"('Фридгольмская', 'волость')",asula,ASULA
"('Фридгольмская',)",asula,ASULA
"('Pruuna', 'ja', 'Poriku', 'vald')",asula,ASULA
"('Pruuna', 'ja', 'Poriku')",asula,ASULA
"('Poriku',)",asula,ASULA
"('Tois,', 'Gemeinde')",asula,ASULA
"('Тойсъ,', 'волость')",asula,ASULA
"('Тойсъ,',)",asula,ASULA
"('Тойсъ', 'и', 'Поррикъ,', 'волость')",asula,ASULA
"('Тойсъ', 'и', 'Поррикъ,')",asula,ASULA
"('Поррикъ,',)",asula,ASULA
"('Bremerfeldt,', 'Gemeinde')",asula,ASULA
"('Бремерфельдтъ,', 'волость')",asula,ASULA
"('Бремерфельдтъ,',)",asula,ASULA
"('Гейдемецъ,', 'волость')",asula,ASULA
"('Гейдемецъ,',)",asula,ASULA
"('Poidifer,', 'Gemeinde')",asula,ASULA
"('Пойдиферъ,', 'волость')",asula,ASULA
"('Пойдиферъ,',)",asula,ASULA
"('Пудиферъ,', 'волость')",asula,ASULA
"('Пудиферъ,',)",asula,ASULA
"('Pastorat', 'Kawelecht,', 'Gemeinde')",asula,ASULA
"('Puhja', 'kn')",asula,ASULA
"('Pujat,', 'Gemeinde')",asula,ASULA
"('Пуятская', 'волость')",asula,ASULA
"('Пуятская',)",asula,ASULA
"('Puka', 'kn')",asula,ASULA
"('Bockenhof,', 'Gemeinde')",asula,ASULA
"('Бокенская', 'волость')",asula,ASULA
"('Бокенская',)",asula,ASULA
"('Бокенгофская', 'волость')",asula,ASULA
"('Бокенгофская',)",asula,ASULA
"('Purila', 'ja', 'Kedva', 'vald')",asula,ASULA
"('Purila', 'ja', 'Kedva')",asula,ASULA
"('Kedva',)",asula,ASULA
"('Purgel,', 'Gemeinde')",asula,ASULA
"('Пургель,', 'волость')",asula,ASULA
"('Пургель,',)",asula,ASULA
"('Пургель', 'и', 'Кедва,', 'волость')",asula,ASULA
"('Пургель', 'и', 'Кедва,')",asula,ASULA
"('Purtse', 'ja', 'Hirmuse', 'vald')",asula,ASULA
"('Purtse', 'ja', 'Hirmuse')",asula,ASULA
"('Hirmuse',)",asula,ASULA
"('Alt-Isenhof,', 'Gemeinde')",asula,ASULA
"('Старо-Изенгофъ', 'Гирмусъ,', 'волость')",asula,ASULA
"('Старо-Изенгофъ', 'Гирмусъ,')",asula,ASULA
"('Гирмусъ,',)",asula,ASULA
"('Putkas,', 'Gemeinde')",asula,ASULA
"('Путкасъ,', 'волость')",asula,ASULA
"('Путкасъ,',)",asula,ASULA
"('Путкасская', 'волость')",asula,ASULA
"('Путкасская',)",asula,ASULA
"('Pukse', 'vald')",asula,ASULA
"('Pukse',)",asula,ASULA
"('Карлская', 'волость')",asula,ASULA
"('Карлская',)",asula,ASULA
"('Puurmani', 'kn')",asula,ASULA
"('Puurmanni', 'vald')",asula,ASULA
"('Puurmanni',)",asula,ASULA
"('Talkhof,', 'Gemeinde')",asula,ASULA
"('Schloß-Talkhof,', 'Gemeinde')",asula,ASULA
"('Пурманская', 'волость')",asula,ASULA
"('Kursi', 'vald')",asula,ASULA
"('Põdrala', 'kn')",asula,ASULA
"('Riidaja', 'kn')",asula,ASULA
"('Riidaja',)",asula,ASULA
"('Riidaja', 'vald')",asula,ASULA
"('Morsel-Podrigel,', 'Gemeinde')",asula,ASULA
"('Ridaja,', 'Gemeinde')",asula,ASULA
"('Ридакская', 'волость')",asula,ASULA
"('Ридакская',)",asula,ASULA
"('Põdrangu', 'ja', 'Araski', 'vald')",asula,ASULA
"('Põdrangu', 'ja', 'Araski')",asula,ASULA
"('Araski',)",asula,ASULA
"('Pöddrang,', 'Gemeinde')",asula,ASULA
"('Педрангъ,', 'волость')",asula,ASULA
"('Педрангъ,',)",asula,ASULA
"('Педдрангъ,', 'волость')",asula,ASULA
"('Педдрангъ,',)",asula,ASULA
"('Педрангъ', 'и', 'Араскъ,', 'волость')",asula,ASULA
"('Педрангъ', 'и', 'Араскъ,')",asula,ASULA
"('Араскъ,',)",asula,ASULA
"('Põhjaku', 'vald')",asula,ASULA
"('Põhjaku',)",asula,ASULA
"('Похъякъ,', 'волость')",asula,ASULA
"('Похъякъ,',)",asula,ASULA
"('Tsorona', 'vald')",asula,ASULA
"('Tsorona',)",asula,ASULA
"('Braunsberg,', 'Gemeinde')",asula,ASULA
"('Пехуская', 'волость')",asula,ASULA
"('Пехуская',)",asula,ASULA
"('Pölks,', 'Gemeinde')",asula,ASULA
"('Пельгская', 'волость')",asula,ASULA
"('Пельгская',)",asula,ASULA
"('Пелькская', 'волость')",asula,ASULA
"('Пелькская',)",asula,ASULA
"('Poll,', 'Gemeinde')",asula,ASULA
"('Полль,', 'волость')",asula,ASULA
"('Полль,',)",asula,ASULA
"('Põlküla', 'vald')",asula,ASULA
"('Põlküla',)",asula,ASULA
"('Pöllküll,', 'Gemeinde')",asula,ASULA
"('Пелькюль,', 'волость')",asula,ASULA
"('Пелькюль,',)",asula,ASULA
"('Pastorat', 'Oberpahlen,', 'Gemeinde')",asula,ASULA
"('Põltsamaa', 'alev')",asula,ASULA
"('Pöltsama-Lin',)",asula,ASULA
"('Pöltzamah',)",asula,ASULA
"('Oberpahlen',)",asula,ASULA
"('Полчевъ',)",asula,ASULA
"('Põltsamaa', 'kn')",asula,ASULA
"('Põlve', 'kir.', 'v.')",asula,ASULA
"('Põlve', 'kir.')",asula,ASULA
"('Pastorat', 'Pölwe,', 'Gemeinde')",asula,ASULA
"('Паст.', 'Пельвеская', 'волость')",asula,ASULA
"('Паст.', 'Пельвеская')",asula,ASULA
"('Пельвеская',)",asula,ASULA
"('Põlva', 'kn')",asula,ASULA
"('Peddast,', 'Gemeinde')",asula,ASULA
"('Педастская', 'волость')",asula,ASULA
"('Педастская',)",asula,ASULA
"('Педдастская', 'волость')",asula,ASULA
"('Педдастская',)",asula,ASULA
"('Pechel,', 'Gemeinde')",asula,ASULA
"('Пехельская', 'волость')",asula,ASULA
"('Пехельская',)",asula,ASULA
"('Пехклаская', 'волость')",asula,ASULA
"('Пехклаская',)",asula,ASULA
"('Pähho,', 'Gemeinde')",asula,ASULA
"('Пяххо-Аммута,', 'волость')",asula,ASULA
"('Пяххо-Аммута,',)",asula,ASULA
"('Пехо,', 'волость')",asula,ASULA
"('Пехо,',)",asula,ASULA
"('Пѣххо,', 'волость')",asula,ASULA
"('Пѣххо,',)",asula,ASULA
"('Samhof,', 'Gemeinde')",asula,ASULA
"('Пейдлаская', 'волость')",asula,ASULA
"('Пейдлаская',)",asula,ASULA
"('Päinurme-Vaali', 'vald')",asula,ASULA
"('Päinurme-Vaali',)",asula,ASULA
"('Assik,', 'Gemeinde')",asula,ASULA
"('Ассикъ,', 'волость')",asula,ASULA
"('Ассикъ,',)",asula,ASULA
"('Peite', 'vald')",asula,ASULA
"('Peite',)",asula,ASULA
"('Päite-Vaivina', 'vald')",asula,ASULA
"('Päite-Vaivina',)",asula,ASULA
"('Peuthof,', 'Gemeinde')",asula,ASULA
"('Пейтгофъ,', 'волость')",asula,ASULA
"('Пейтгофъ,',)",asula,ASULA
"('Каттенкатская', 'волость')",asula,ASULA
"('Каттенкатская',)",asula,ASULA
"('Ninigal,', 'Gemeinde')",asula,ASULA
"('Нинигальская', 'волость')",asula,ASULA
"('Нинигальская',)",asula,ASULA
"('Perno',)",asula,ASULA
"('Perno-lin',)",asula,ASULA
"('Perno', 'lin')",asula,ASULA
"('Perno-Lin',)",asula,ASULA
"('Pernust',)",asula,ASULA
"('Pernutte',)",asula,ASULA
"('Pernau',)",asula,ASULA
"('Parunu',)",asula,ASULA
"('Pernu',)",asula,ASULA
"('Pērnava',)",asula,ASULA
"('Parnawa',)",asula,ASULA
"('Перновъ',)",asula,ASULA
"('Pärno',)",asula,ASULA
"('Pärnä',)",asula,ASULA
"('Pastorat', 'Jakobi,', 'Gemeinde')",asula,ASULA
"('Pärsama', 'vald')",asula,ASULA
"('Pärsama',)",asula,ASULA
"('Persama,', 'Gemeinde')",asula,ASULA
"('Перзамаская', 'волость')",asula,ASULA
"('Перзамаская',)",asula,ASULA
"('Pärsti', 'kn')",asula,ASULA
"('Perst,', 'Gemeinde')",asula,ASULA
"('Перстская', 'волость')",asula,ASULA
"('Перстская',)",asula,ASULA
"('Päädeva-Männiku', 'vald')",asula,ASULA
"('Päädeva-Männiku',)",asula,ASULA
"('Pedua,', 'Gemeinde')",asula,ASULA
"('Педуа,', 'волость')",asula,ASULA
"('Педуа,',)",asula,ASULA
"('Педуаская', 'волость')",asula,ASULA
"('Педуаская',)",asula,ASULA
"('Kosch,', 'Gemeinde')",asula,ASULA
"('Кошская', 'волость')",asula,ASULA
"('Кошская',)",asula,ASULA
"('Pastorat', 'Peude,', 'Gemeinde')",asula,ASULA
"('Паст.', 'Пейдеская', 'волость')",asula,ASULA
"('Паст.', 'Пейдеская')",asula,ASULA
"('Пейдеская',)",asula,ASULA
"('Pöide', 'kn')",asula,ASULA
"('Uuemõis', 'vald')",asula,ASULA
"('Uuemõis',)",asula,ASULA
"('Уемойзская', 'волость')",asula,ASULA
"('Уемойзская',)",asula,ASULA
"('Pöökleri', 'vald')",asula,ASULA
"('Pöökleri',)",asula,ASULA
"('Böcklershof,', 'Gemeinde')",asula,ASULA
"('Беклерская', 'волость')",asula,ASULA
"('Беклерская',)",asula,ASULA
"('Pörafer,', 'Gemeinde')",asula,ASULA
"('Пераверская', 'волость')",asula,ASULA
"('Пераверская',)",asula,ASULA
"('Перраферская', 'волость')",asula,ASULA
"('Перраферская',)",asula,ASULA
"('Pastorat', 'Pyha,', 'Gemeinde')",asula,ASULA
"('Паст.', 'Пихаская', 'волость')",asula,ASULA
"('Паст.', 'Пихаская')",asula,ASULA
"('Пихаская',)",asula,ASULA
"('Pühajõgi', 'vald')",asula,ASULA
"('Pühajõgi',)",asula,ASULA
"('Pühhajöggi,', 'Gemeinde')",asula,ASULA
"('Пюхаегги,', 'волость')",asula,ASULA
"('Пюхаегги,',)",asula,ASULA
"('Пюгаегги,', 'волость')",asula,ASULA
"('Пюгаегги,',)",asula,ASULA
"('Пюхаіеги,', 'волость')",asula,ASULA
"('Пюхаіеги,',)",asula,ASULA
"('Pühajärve', 'kn')",asula,ASULA
"('Heiligensee,', 'Gemeinde')",asula,ASULA
"('Пюхаярвская', 'волость')",asula,ASULA
"('Пюхаярвская',)",asula,ASULA
"('Пюхаярская', 'волость')",asula,ASULA
"('Пюхаярская',)",asula,ASULA
"('Пихаярвская', 'волость')",asula,ASULA
"('Пихаярвская',)",asula,ASULA
"('Otepää', 'kn')",asula,ASULA
"('Pastorat', 'Pühhalep,', 'Gemeinde')",asula,ASULA
"('Pühalepa', 'kn')",asula,ASULA
"('Großenhof,', 'Gemeinde')",asula,ASULA
"('Суремызская', 'волость')",asula,ASULA
"('Суремызская',)",asula,ASULA
"('Суремызъ,', 'волость')",asula,ASULA
"('Суремызъ,',)",asula,ASULA
"('Суремойзъ,', 'волость')",asula,ASULA
"('Суремойзъ,',)",asula,ASULA
"('Гросенгофъ,', 'волость')",asula,ASULA
"('Гросенгофъ,',)",asula,ASULA
"('Pühatu', 'vald')",asula,ASULA
"('Pühatu',)",asula,ASULA
"('Pühhat,', 'Gemeinde')",asula,ASULA
"('Пюгатъ,', 'волость')",asula,ASULA
"('Пюгатъ,',)",asula,ASULA
"('Пюхатъ,', 'волость')",asula,ASULA
"('Пюхатъ,',)",asula,ASULA
"('Põiksi', 'vald')",asula,ASULA
"('Põiksi',)",asula,ASULA
"('Birkas,', 'Gemeinde')",asula,ASULA
"('Биркасъ,', 'волость')",asula,ASULA
"('Биркасъ,',)",asula,ASULA
"('Виркасская', 'волость')",asula,ASULA
"('Виркасская',)",asula,ASULA
"('Püssi', 'ja', 'Voorapere', 'vald')",asula,ASULA
"('Püssi', 'ja', 'Voorapere')",asula,ASULA
"('Voorapere',)",asula,ASULA
"('Isenhof,', 'Gemeinde')",asula,ASULA
"('Изенгофская', 'волость')",asula,ASULA
"('Изенгофская',)",asula,ASULA
"('Изенгофъ,', 'волость')",asula,ASULA
"('Изенгофъ,',)",asula,ASULA
"('Ново-Изенгофъ', 'и', 'Вораперъ,', 'волость')",asula,ASULA
"('Ново-Изенгофъ', 'и', 'Вораперъ,')",asula,ASULA
"('Вораперъ,',)",asula,ASULA
"('Rathshof,', 'Gemeinde')",asula,ASULA
"('Ратсгофская', 'волость')",asula,ASULA
"('Ратсгофская',)",asula,ASULA
"('Ranitsa', 'vald')",asula,ASULA
"('Ranitsa',)",asula,ASULA
"('Neuhof,', 'Gemeinde')",asula,ASULA
"('Раницкая', 'волость')",asula,ASULA
"('Раницкая',)",asula,ASULA
"('Ранитская', 'волость')",asula,ASULA
"('Ранитская',)",asula,ASULA
"('Raasiku', 'kn')",asula,ASULA
"('Rasik,', 'Gemeinde')",asula,ASULA
"('Rasik-Kampen,', 'Gemeinde')",asula,ASULA
"('Разикская', 'волость')",asula,ASULA
"('Разикская',)",asula,ASULA
"('Разикъ,', 'волость')",asula,ASULA
"('Разикъ,',)",asula,ASULA
"('Rabbifer,', 'Gemeinde')",asula,ASULA
"('Раббиферъ,', 'волость')",asula,ASULA
"('Раббиферъ,',)",asula,ASULA
"('Rae', 'kn')",asula,ASULA
"('Johannishof,', 'Gemeinde')",asula,ASULA
"('Іоганнисгофская', 'волость')",asula,ASULA
"('Іоганнисгофская',)",asula,ASULA
"('Іоганнисгофъ,', 'волость')",asula,ASULA
"('Іоганнисгофъ,',)",asula,ASULA
"('Sommerlingi', 'kn')",asula,ASULA
"('Sommerlingi',)",asula,ASULA
"('Radküla', 'vald')",asula,ASULA
"('Radküla',)",asula,ASULA
"('Raeküll,', 'Gemeinde')",asula,ASULA
"('Раекюль,', 'волость')",asula,ASULA
"('Раекюль,',)",asula,ASULA
"('Раэкюль,', 'волость')",asula,ASULA
"('Раэкюль,',)",asula,ASULA
"('Райкюль,', 'волость')",asula,ASULA
"('Райкюль,',)",asula,ASULA
"('Rachküll,', 'Gemeinde')",asula,ASULA
"('Рахкюль,', 'волость')",asula,ASULA
"('Рахкюль,',)",asula,ASULA
"('Rahola', 'vald')",asula,ASULA
"('Rahola',)",asula,ASULA
"('Rahhola,', 'Gemeinde')",asula,ASULA
"('Рахола,', 'волость')",asula,ASULA
"('Рахола,',)",asula,ASULA
"('Раххола,', 'волость')",asula,ASULA
"('Раххола,',)",asula,ASULA
"('Raik,', 'Gemeinde')",asula,ASULA
"('Райкъ,', 'волость')",asula,ASULA
"('Райкъ,',)",asula,ASULA
"('Raikküla', 'kn')",asula,ASULA
"('Raiküla', 'vald')",asula,ASULA
"('Raiküla',)",asula,ASULA
"('Rayküll,', 'Gemeinde')",asula,ASULA
"('Райкюльская', 'волость')",asula,ASULA
"('Райкюльская',)",asula,ASULA
"('Skarjatina', 'vald')",asula,ASULA
"('Skarjatina',)",asula,ASULA
"('Karjati', 'vald')",asula,ASULA
"('Karjati',)",asula,ASULA
"('Скарятинская', 'волость')",asula,ASULA
"('Скарятинская',)",asula,ASULA
"('Скорятинская', 'волость')",asula,ASULA
"('Скорятинская',)",asula,ASULA
"('Верхне-Наровская', 'волость')",asula,ASULA
"('Верхне-Наровская',)",asula,ASULA
"('Верхненаровский', 'район')",asula,ASULA
"('Верхненаровский',)",asula,ASULA
"('Rajangu', 'kn')",asula,ASULA
"('Moiseküll,', 'vald')",asula,ASULA
"('Moiseküll,',)",asula,ASULA
"('Moiseküll,', 'Gemeinde')",asula,ASULA
"('Мойзекюльская', 'волость')",asula,ASULA
"('Мойзекюльская',)",asula,ASULA
"('Rakamois,', 'vald')",asula,ASULA
"('Rakamois,',)",asula,ASULA
"('Rakkamois,', 'Gemeinde')",asula,ASULA
"('Раккамойсъ,', 'волость')",asula,ASULA
"('Раккамойсъ,',)",asula,ASULA
"('Ракамойзъ,', 'волость')",asula,ASULA
"('Ракамойзъ,',)",asula,ASULA
"('Rakke', 'kn')",asula,ASULA
"('Liigvalla', 'vald')",asula,ASULA
"('Liigvalla',)",asula,ASULA
"('Löwenwolde,', 'Gemeinde')",asula,ASULA
"('Левенвольдеская', 'волость')",asula,ASULA
"('Левенвольдеская',)",asula,ASULA
"('Левенвольде,', 'волость')",asula,ASULA
"('Левенвольде,',)",asula,ASULA
"('Rakkwerre',)",asula,ASULA
"('Rakwerre-lin̄na',)",asula,ASULA
"('Rakwerre',)",asula,ASULA
"('Rakwerre-lin',)",asula,ASULA
"('Räkwärre-Lin',)",asula,ASULA
"('Rakwerre', 'Lin̄')",asula,ASULA
"('Wesenberg',)",asula,ASULA
"('Rakuvere',)",asula,ASULA
"('Везенбергъ',)",asula,ASULA
"('Раковоръ',)",asula,ASULA
"('Rakvere', 'kn')",asula,ASULA
"('Schloß-Wesenberg,', 'Gemeinde')",asula,ASULA
"('Wesenberg,', 'Gemeinde')",asula,ASULA
"('Везенбергская', 'волость')",asula,ASULA
"('Везенбергская',)",asula,ASULA
"('Везенбергъ,', 'волость')",asula,ASULA
"('Везенбергъ,',)",asula,ASULA
"('Замокъ', 'Везенбергъ,', 'волость')",asula,ASULA
"('Замокъ', 'Везенбергъ,')",asula,ASULA
"('Rammu', 'vald')",asula,ASULA
"('Rammu',)",asula,ASULA
"('Ramma,', 'Gemeinde')",asula,ASULA
"('Вайма,', 'волость')",asula,ASULA
"('Вайма,',)",asula,ASULA
"('Randefer,', 'Gemeinde')",asula,ASULA
"('Рандверская', 'волость')",asula,ASULA
"('Рандверская',)",asula,ASULA
"('Рандферская', 'волость')",asula,ASULA
"('Рандферская',)",asula,ASULA
"('Tellerhof,', 'Gemeinde')",asula,ASULA
"('Раннаская', 'волость')",asula,ASULA
"('Раннаская',)",asula,ASULA
"('Ranna', 'küla', 'vald')",asula,ASULA
"('Ranna', 'küla')",asula,ASULA
"('Rannaküll,', 'Gemeinde')",asula,ASULA
"('Раннакюльская', 'волость')",asula,ASULA
"('Раннакюльская',)",asula,ASULA
"('Vogelsang,', 'Gemeinde')",asula,ASULA
"('Фогельзангъ,', 'волость')",asula,ASULA
"('Фогельзангъ,',)",asula,ASULA
"('Фогелзангская', 'волость')",asula,ASULA
"('Фогелзангская',)",asula,ASULA
"('Rannamõisa', 'ja', 'Muraste', 'vald')",asula,ASULA
"('Rannamõisa', 'ja', 'Muraste')",asula,ASULA
"('Muraste',)",asula,ASULA
"('Штрандгофъ-Муррастъ,', 'волость')",asula,ASULA
"('Штрандгофъ-Муррастъ,',)",asula,ASULA
"('Штрандгофъ', 'и', 'Моррасъ,', 'волость')",asula,ASULA
"('Штрандгофъ', 'и', 'Моррасъ,')",asula,ASULA
"('Моррасъ,',)",asula,ASULA
"('Штрандгофъ,', 'волость')",asula,ASULA
"('Штрандгофъ,',)",asula,ASULA
"('Ranna-Pungerja', 'vald')",asula,ASULA
"('Ranna-Pungerja',)",asula,ASULA
"('Ранна-Пунгернъ,', 'волость')",asula,ASULA
"('Ранна-Пунгернъ,',)",asula,ASULA
"('Rannu', 'kn')",asula,ASULA
"('Randen-Schloß,', 'Gemeinde')",asula,ASULA
"('Schloß-', 'und', 'Pastorat', 'Randen,', 'Gemeinde')",asula,ASULA
"('Зам.', 'Ранденская', 'волость')",asula,ASULA
"('Зам.', 'Ранденская')",asula,ASULA
"('Ранденская',)",asula,ASULA
"('Ранденская', 'волость')",asula,ASULA
"('Pastorat', 'Rappel,', 'Gemeinde')",asula,ASULA
"('Rapla', 'kn')",asula,ASULA
"('Alu', 'ja', 'Rapla', 'vald')",asula,ASULA
"('Alu', 'ja', 'Rapla')",asula,ASULA
"('Rappel,', 'Gemeinde')",asula,ASULA
"('Раппельская', 'волость')",asula,ASULA
"('Раппельская',)",asula,ASULA
"('Раппель,', 'волость')",asula,ASULA
"('Раппель,',)",asula,ASULA
"('Алло', 'и', 'Раппель,', 'волость')",asula,ASULA
"('Алло', 'и', 'Раппель,')",asula,ASULA
"('Rasin,', 'Gemeinde')",asula,ASULA
"('Разинская', 'волость')",asula,ASULA
"('Разинская',)",asula,ASULA
"('Raudna', 'kn')",asula,ASULA
"('Rawwaküll,', 'Gemeinde')",asula,ASULA
"('Раввакюль,', 'волость')",asula,ASULA
"('Раввакюль,',)",asula,ASULA
"('Равакюль,', 'волость')",asula,ASULA
"('Равакюль,',)",asula,ASULA
"('Meks,', 'Gemeinde')",asula,ASULA
"('Мексъ,', 'волость')",asula,ASULA
"('Мексъ,',)",asula,ASULA
"('Nikolai', 'vald')",asula,ASULA
"('Nikolai',)",asula,ASULA
"('Nikolai-Gemeinde',)",asula,ASULA
"('Николаевская', 'волость')",asula,ASULA
"('Николаевская',)",asula,ASULA
"('Пальферская', 'волость')",asula,ASULA
"('Пальферская',)",asula,ASULA
"('Räästvere', 'vald')",asula,ASULA
"('Räästvere',)",asula,ASULA
"('Рестверская', 'волость')",asula,ASULA
"('Рестверская',)",asula,ASULA
"('Reguldi', 'vald')",asula,ASULA
"('Reguldi',)",asula,ASULA
"('Weibstfer,', 'Gemeinde')",asula,ASULA
"('Вейбстверская', 'волость')",asula,ASULA
"('Вейбстверская',)",asula,ASULA
"('Вейбстферская', 'волость')",asula,ASULA
"('Вейбстферская',)",asula,ASULA
"('Pastorat', 'Roicks,', 'Gemeinde')",asula,ASULA
"('Reinu', 'vald')",asula,ASULA
"('Reinu',)",asula,ASULA
"('Saltack,', 'Gemeinde')",asula,ASULA
"('Салотакская', 'волость')",asula,ASULA
"('Салотакская',)",asula,ASULA
"('Рейнаская', 'волость')",asula,ASULA
"('Рейнаская',)",asula,ASULA
"('Салтакская', 'волость')",asula,ASULA
"('Салтакская',)",asula,ASULA
"('Reidenhof,', 'Gemeinde')",asula,ASULA
"('Рейденская', 'волость')",asula,ASULA
"('Рейденская',)",asula,ASULA
"('Реоская', 'волость')",asula,ASULA
"('Реоская',)",asula,ASULA
"('Reola-Uhti', 'vald')",asula,ASULA
"('Reola-Uhti',)",asula,ASULA
"('Rewold,', 'Gemeinde')",asula,ASULA
"('Револьская', 'волость')",asula,ASULA
"('Револьская',)",asula,ASULA
"('Револьдская', 'волость')",asula,ASULA
"('Револьдская',)",asula,ASULA
"('Repnik,', 'Gemeinde')",asula,ASULA
"('Репникъ,', 'волость')",asula,ASULA
"('Репникъ,',)",asula,ASULA
"('Rösthof,', 'Gemeinde')",asula,ASULA
"('Рестовская', 'волость')",asula,ASULA
"('Рестовская',)",asula,ASULA
"('Pastorat', 'Röthel,', 'Gemeinde')",asula,ASULA
"('Паст.', 'Ретель,', 'волость')",asula,ASULA
"('Паст.', 'Ретель,')",asula,ASULA
"('Ретель,',)",asula,ASULA
"('Ретель,', 'волость')",asula,ASULA
"('Ridala', 'kn')",asula,ASULA
"('Sinalepa', 'vald')",asula,ASULA
"('Sinalepa',)",asula,ASULA
"('Sinnalep,', 'Gemeinde')",asula,ASULA
"('Синалепская', 'волость')",asula,ASULA
"('Синалепская',)",asula,ASULA
"('Синалепъ,', 'волость')",asula,ASULA
"('Синалепъ,',)",asula,ASULA
"('Rikholdi', 'vald')",asula,ASULA
"('Rikholdi',)",asula,ASULA
"('Rikoldi', 'vald')",asula,ASULA
"('Rikoldi',)",asula,ASULA
"('Rickholtz,', 'Gemeinde')",asula,ASULA
"('Рикгольцская', 'волость')",asula,ASULA
"('Рикгольцская',)",asula,ASULA
"('Рикгольцъ,', 'волость')",asula,ASULA
"('Рикгольцъ,',)",asula,ASULA
"('Рикольдская', 'волость')",asula,ASULA
"('Рикольдская',)",asula,ASULA
"('Ridaka,', 'Gemeinde')",asula,ASULA
"('Ридака,', 'волость')",asula,ASULA
"('Ридака,',)",asula,ASULA
"('Карлійская', 'волость')",asula,ASULA
"('Карлійская',)",asula,ASULA
"('Grabbenhof,', 'Gemeinde')",asula,ASULA
"('Грабенгофская', 'волость')",asula,ASULA
"('Грабенгофская',)",asula,ASULA
"('Граббенгофская', 'волость')",asula,ASULA
"('Граббенгофская',)",asula,ASULA
"('Rippoka,', 'Gemeinde')",asula,ASULA
"('Рипокаская', 'волость')",asula,ASULA
"('Рипокаская',)",asula,ASULA
"('Pastorat', 'Kreuz,', 'Gemeinde')",asula,ASULA
"('Risti', 'ja', 'Kemnestu', 'vald')",asula,ASULA
"('Risti', 'ja', 'Kemnestu')",asula,ASULA
"('Kemnestu',)",asula,ASULA
"('Kreuzhof,', 'Gemeinde')",asula,ASULA
"('Крейцгофъ,', 'волость')",asula,ASULA
"('Крейцгофъ,',)",asula,ASULA
"('Крейцгофъ', 'и', 'Кемнастъ,', 'волость')",asula,ASULA
"('Крейцгофъ', 'и', 'Кемнастъ,')",asula,ASULA
"('Кемнастъ,',)",asula,ASULA
"('Roela', 'ja', 'Roosendaali', 'vald')",asula,ASULA
"('Roela', 'ja', 'Roosendaali')",asula,ASULA
"('Roosendaali',)",asula,ASULA
"('Ruil,', 'Gemeinde')",asula,ASULA
"('Руйльская', 'волость')",asula,ASULA
"('Руйльская',)",asula,ASULA
"('Руйль,', 'волость')",asula,ASULA
"('Руйль,',)",asula,ASULA
"('Руйль', 'и', 'Розенталь,', 'волость')",asula,ASULA
"('Руйль', 'и', 'Розенталь,')",asula,ASULA
"('Rogosinsky,', 'Gemeinde')",asula,ASULA
"('Рогозинская', 'волость')",asula,ASULA
"('Рогозинская',)",asula,ASULA
"('Rocht,', 'Gemeinde')",asula,ASULA
"('Рохтъ,', 'волость')",asula,ASULA
"('Рохтъ,',)",asula,ASULA
"('Ролтъ,', 'волость')",asula,ASULA
"('Ролтъ,',)",asula,ASULA
"('Ropaka,', 'Gemeinde')",asula,ASULA
"('Ропакская', 'волость')",asula,ASULA
"('Ропакская',)",asula,ASULA
"('Ропаская', 'волость')",asula,ASULA
"('Ропаская',)",asula,ASULA
"('Roope', 'vald')",asula,ASULA
"('Roope',)",asula,ASULA
"('Ropenhof,', 'Gemeinde')",asula,ASULA
"('Ропенская', 'волость')",asula,ASULA
"('Ропенская',)",asula,ASULA
"('Rodeva', 'vald')",asula,ASULA
"('Rodeva',)",asula,ASULA
"('Rodewal,', 'Gemeinde')",asula,ASULA
"('Роденваль,', 'волость')",asula,ASULA
"('Роденваль,',)",asula,ASULA
"('Roodi-Vahenurme', 'vald')",asula,ASULA
"('Roodi-Vahenurme',)",asula,ASULA
"('Sallentack,', 'Gemeinde')",asula,ASULA
"('Саллентакская', 'волость')",asula,ASULA
"('Саллентакская',)",asula,ASULA
"('Rootova', 'vald')",asula,ASULA
"('Rootova',)",asula,ASULA
"('Ротовская', 'волость')",asula,ASULA
"('Ротовская',)",asula,ASULA
"('Pankjavitsa', 'vald')",asula,ASULA
"('Pankjavitsa',)",asula,ASULA
"('Pankovitsa', 'vald')",asula,ASULA
"('Pankovitsa',)",asula,ASULA
"('Паниковская', 'волость')",asula,ASULA
"('Паниковская',)",asula,ASULA
"('Rohküll,', 'Gemeinde')",asula,ASULA
"('Рохкюль,', 'волость')",asula,ASULA
"('Рохкюль,',)",asula,ASULA
"('Sonorm,', 'Gemeinde')",asula,ASULA
"('Сонормъ,', 'волость')",asula,ASULA
"('Сонормъ,',)",asula,ASULA
