_phrase_,type,grammar_symbol
"('Audern-Pastorat',)",talu,TALU
"('Аудренъ,', 'Паст.')",talu,TALU
"('Паст.',)",talu,TALU
"('Audern',)",talu,TALU
"('Hauduma', 'Michell')",talu,TALU
"('Michell',)",talu,TALU
"('Augo', 'saun')",talu,TALU
"('Augo',)",talu,TALU
"('Augu', 'A37')",talu,TALU
"('Augu', '68')",talu,TALU
"('Augu', 'A117')",talu,TALU
"('A117',)",talu,TALU
"('Aukema', 'saun')",talu,TALU
"('Aukema',)",talu,TALU
"('Aukamäe', 'A74')",talu,TALU
"('A74',)",talu,TALU
"('Augumäe', '15')",talu,TALU
"('Aukuma', 't')",talu,TALU
"('Aukuma',)",talu,TALU
"('Aukemäe', '36')",talu,TALU
"('Аукемяэ',)",talu,TALU
"('Haukemäe', 't')",talu,TALU
"('Haukemäe',)",talu,TALU
"('Aukmäe', 't')",talu,TALU
"('Aukmäe',)",talu,TALU
"('Aukemäe', 'A153')",talu,TALU
"('Аукмяэ',)",talu,TALU
"('Haul',)",talu,TALU
"('Дирслетъ,', 'Полумз.')",talu,TALU
"('Auvere-Vana', 'ms')",talu,TALU
"('Auvere-Vana',)",talu,TALU
"('Ампферъ,', 'Им.')",talu,TALU
"('Auvere-Uus', 'ms')",talu,TALU
"('Auvere-Uus',)",talu,TALU
"('Новая', 'мыза')",talu,TALU
"('Новая',)",talu,TALU
"('Авандусъ,', 'Мз.')",talu,TALU
"('Авинормъ,', 'Мз.')",talu,TALU
"('Beta', '19')",talu,TALU
"('Дача',)",talu,TALU
"('Blankental',)",talu,TALU
"('Buju', 'Artur')",talu,TALU
"('Artur',)",talu,TALU
"('Bojens',)",talu,TALU
"('Bojos',)",talu,TALU
"('Roose', 'ms')",talu,TALU
"('Roose',)",talu,TALU
"('Бозенгофъ,', 'Ф.')",talu,TALU
"('Tüviste', 't')",talu,TALU
"('Tüviste',)",talu,TALU
"('Porutina', 'krjms')",talu,TALU
"('Porutina',)",talu,TALU
"('Бородино,', 'Ф.')",talu,TALU
"('Bristoli,', 'Londoni', '65,', '66')",talu,TALU
"('Proneck', '33/7', 'ja', '33/8')",talu,TALU
"('Burchards', 'Hof')",talu,TALU
"('Hof',)",talu,TALU
"('Sideministeerium',)",talu,TALU
"('ENSV', 'Sideministeerium')",talu,TALU
"('Postivalitsus',)",talu,TALU
"('Министерство', 'связи')",talu,TALU
"('Министерство',)",talu,TALU
"('Tallinna', '8.', '8-kl.', 'Kool')",talu,TALU
"('Kool',)",talu,TALU
"('Cederhielm',)",talu,TALU
"('Scharlottental',)",talu,TALU
"('Eggersi', 'mõis')",talu,TALU
"('Eggersi',)",talu,TALU
"('Natalienhof',)",talu,TALU
"('Шарлотенталь,', 'Дача')",talu,TALU
"('Itaalia', 'suursaatkond')",talu,TALU
"('Itaalia',)",talu,TALU
"('Iiri', 'suursaatkond')",talu,TALU
"('Viru,', 'söökla')",talu,TALU
"('Viru,',)",talu,TALU
"('Tubliku',)",talu,TALU
"('Дубникъ,', 'Полумз.')",talu,TALU
"('Дублик',)",talu,TALU
"('Дубник',)",talu,TALU
"('Дубникъ,', 'Хут.')",talu,TALU
"('Ebavere', 't')",talu,TALU
"('Ebbawere',)",talu,TALU
"('Edela', 'A15')",talu,TALU
"('Edimsaare', 't')",talu,TALU
"('Эддимсааре,', 'Ф.')",talu,TALU
"('Ädise', 'ms')",talu,TALU
"('Ädise',)",talu,TALU
"('Etz,', 'Schloß')",talu,TALU
"('Schloß',)",talu,TALU
"('Etz',)",talu,TALU
"('Этцъ,', 'Им.')",talu,TALU
"('Эдивере,', 'Полумз.')",talu,TALU
"('Eddifer',)",talu,TALU
"('Едиферъ,', 'Ф.')",talu,TALU
"('Ensemäggi', 'M.')",talu,TALU
"('M.',)",talu,TALU
"('Kaarlimõisa', 'krjms')",talu,TALU
"('Kaarlimõisa',)",talu,TALU
"('Eino', '39')",talu,TALU
"('Эра,', 'Полмз.')",talu,TALU
"('Väike-Erika', 't')",talu,TALU
"('Väike-Erika',)",talu,TALU
"('Erika', '2')",talu,TALU
"('Сааре',)",talu,TALU
"('Eriki', 'A179')",talu,TALU
"('A179',)",talu,TALU
"('Эерику',)",talu,TALU
"('Erikusaun', '142')",talu,TALU
"('Eriku', 't')",talu,TALU
"('Eriku',)",talu,TALU
"('Eriku', '22')",talu,TALU
"('Ээрику',)",talu,TALU
"('Eriku', '10')",talu,TALU
"('Eerike', 't')",talu,TALU
"('Eerike',)",talu,TALU
"('Eriku', 'A88')",talu,TALU
"('Eeromõisa',)",talu,TALU
"('Eru', 'C-I')",talu,TALU
"('C-I',)",talu,TALU
"('Эру,', 'Ф.')",talu,TALU
"('Клейнъ-Аттель',)",talu,TALU
"('Jeruma', 't')",talu,TALU
"('Jeruma',)",talu,TALU
"('Erumäe', 't')",talu,TALU
"('Erumäe',)",talu,TALU
"('Eeroma', 'A70')",talu,TALU
"('Eeskopli', '51')",talu,TALU
"('Ieskopli', 't')",talu,TALU
"('Ieskopli',)",talu,TALU
"('Eest-Leonda', '40')",talu,TALU
"('Ees-Lõõnda', 't')",talu,TALU
"('Ees-Lõõnda',)",talu,TALU
"('Pikamäe', 'Eestkoht', 'XIa,', 'D,', 'A')",talu,TALU
"('A',)",talu,TALU
"('Ээсмяэ',)",talu,TALU
"('Eest-Patri', '35')",talu,TALU
"('Ees-Pasti', 't')",talu,TALU
"('Ees-Pasti',)",talu,TALU
"('Eest-Posti', '13')",talu,TALU
"('Eest-Pasti', '13')",talu,TALU
"('Põlliku', 't')",talu,TALU
"('Põlliku', 'A139')",talu,TALU
"('A139',)",talu,TALU
"('Espollico', 'Hans')",talu,TALU
"('Эстъ-Пылликъ,', 'Дв.')",talu,TALU
"('Rusevere', 't')",talu,TALU
"('Rusevere',)",talu,TALU
"('Ees-Russevere', 't')",talu,TALU
"('Ees-Russevere',)",talu,TALU
"('Russevere', 'Adalbert', 'ja', 'Russevere', 'alune', '20')",talu,TALU
"('Ees-Saare', 't')",talu,TALU
"('Ees-Saare',)",talu,TALU
"('Eest-Saara', 't')",talu,TALU
"('Eest-Saara',)",talu,TALU
"('Eestsaare', 'A77')",talu,TALU
"('Eest-Kõljala', 't')",talu,TALU
"('Eest-Kõljala',)",talu,TALU
"('Eest', 'Kõljala', '35')",talu,TALU
"('Eest-Paju', 't')",talu,TALU
"('Eest-Paju',)",talu,TALU
"('Eest-Paju', '17')",talu,TALU
"('Ees-Piganeeme', 't')",talu,TALU
"('Ees-Piganeeme',)",talu,TALU
"('Piganõmme', '7')",talu,TALU
"('Pigga', 'Nomme', 'Jürri')",talu,TALU
"('Пиканееме',)",talu,TALU
"('Ristikivi', 'Est', 'II-a')",talu,TALU
"('II-a',)",talu,TALU
"('Eest-Saare', '12')",talu,TALU
"('Eest-Soosalu', '28')",talu,TALU
"('Пальмсоо',)",talu,TALU
"('Eestuisu', 't')",talu,TALU
"('Eestuisu',)",talu,TALU
"('Vana-Eest-Tuisu', 't')",talu,TALU
"('Vana-Eest-Tuisu',)",talu,TALU
"('Eest-Tuisu', '12')",talu,TALU
"('Vana-Eesti-Tuisu', '12a')",talu,TALU
"('Aleksi-Tuisu', 't')",talu,TALU
"('Aleksi-Tuisu',)",talu,TALU
"('Tuso', 'Jürgen')",talu,TALU
"('Tuißo', 'Jak')",talu,TALU
"('Jak',)",talu,TALU
"('Vahnuvere', 't')",talu,TALU
"('Vahnuvere',)",talu,TALU
"('Eest-Vahnovere', 't')",talu,TALU
"('Eest-Vahnovere',)",talu,TALU
"('Eest-Vahnovere', '34')",talu,TALU
"('Alt-Vahnuvere', 't')",talu,TALU
"('Alt-Vahnuvere',)",talu,TALU
"('Wannofera', 'Jahn')",talu,TALU
"('Вахновере,', 'Дв.')",talu,TALU
"('Eha', 'A314')",talu,TALU
"('A314',)",talu,TALU
"('Väike-Eha', 't')",talu,TALU
"('Väike-Eha',)",talu,TALU
"('Eha', 'A14')",talu,TALU
"('Eha', 'A28')",talu,TALU
"('Ehaallika', '15b-I')",talu,TALU
"('Ehala', 'A71')",talu,TALU
"('Эгала',)",talu,TALU
"('Ehala', '50')",talu,TALU
"('Ähmja', 'ms')",talu,TALU
"('Ähmja',)",talu,TALU
"('Ehma', 'mois')",talu,TALU
"('Ehma',)",talu,TALU
"('Heymi',)",talu,TALU
"('Ehmes',)",talu,TALU
"('Эхмесъ,', 'Мз.')",talu,TALU
"('Эйдапере,', 'Мз.')",talu,TALU
"('Maatükk', '87')",talu,TALU
"('Eigi', '46')",talu,TALU
"('Eigi', '17b')",talu,TALU
"('Eigi', '34a')",talu,TALU
"('Eigisaun', '49h')",talu,TALU
"('Eigu', 't')",talu,TALU
"('Эго,', 'Ф.')",talu,TALU
"('Äikla', 'ms')",talu,TALU
"('Эйкюль,', 'Мз.')",talu,TALU
"('Eiko', '21')",talu,TALU
"('Eilasi', 't')",talu,TALU
"('Eilasi',)",talu,TALU
"('Eilasi', '21')",talu,TALU
"('Heinmetsa', 't')",talu,TALU
"('Heinmetsa',)",talu,TALU
"('Eimetsa', 'A22')",talu,TALU
"('Einbäri', 't')",talu,TALU
"('Einbäri',)",talu,TALU
"('Einberi', 't')",talu,TALU
"('Einberi',)",talu,TALU
"('Einberg', '4')",talu,TALU
"('Ehituskrunt', 'A166')",talu,TALU
"('A166',)",talu,TALU
"('Kerneri',)",talu,TALU
"('Корпсъ,', 'Мз.')",talu,TALU
"('Корпсъ,', 'Им.')",talu,TALU
"('Eino', 't')",talu,TALU
"('Eino',)",talu,TALU
"('Peino', 't')",talu,TALU
"('Peino',)",talu,TALU
"('Eiewerre', 'mois')",talu,TALU
"('Eiewerre',)",talu,TALU
"('Эйеферъ,', 'Мз.')",talu,TALU
"('Eesti', 'Külaehitus,', 'koondis')",talu,TALU
"('Eesti', 'Külaehitus,')",talu,TALU
"('Külaehitus,',)",talu,TALU
"('Vabariiklik', 'Koondis', 'Eesti', 'Külaehitus')",talu,TALU
"('Külaehitus',)",talu,TALU
"('Eesti', 'Kolhoosiehitus,', 'koondis')",talu,TALU
"('Eesti', 'Kolhoosiehitus,')",talu,TALU
"('Kolhoosiehitus,',)",talu,TALU
"('Vabariiklik', 'Koondis', '""Eesti', 'Kolhoosiehitus""')",talu,TALU
"('Kolhoosiehitus""',)",talu,TALU
"('Республиканское', 'объединение', '""Эстколхозстрой""')",talu,TALU
"('Eesti', 'Kohtuekspertiisi', 'Instituut')",talu,TALU
"('Instituut',)",talu,TALU
"('Eki', 'A41')",talu,TALU
"('Elberi', 'A20')",talu,TALU
"('Elbergi', 't')",talu,TALU
"('Elbergi',)",talu,TALU
"('Elbergi', '13')",talu,TALU
"('Elberi', 'A133')",talu,TALU
"('A133',)",talu,TALU
"('Elliste', '112')",talu,TALU
"('Eliste', '112')",talu,TALU
"('Elliste', 'saun')",talu,TALU
"('Elliste',)",talu,TALU
"('Элисте',)",talu,TALU
"('Ikaver',)",talu,TALU
"('Еллистферъ,', 'Мз.')",talu,TALU
"('Ellaku', 'v.', 'kõrts')",talu,TALU
"('Ellaku', 'v.')",talu,TALU
"('Ellaku', '40')",talu,TALU
"('Эллаку',)",talu,TALU
"('Ellikfer',)",talu,TALU
"('Koonga-Ellamaa', 'ms')",talu,TALU
"('Koonga-Ellamaa',)",talu,TALU
"('Talismaa', 't')",talu,TALU
"('Talismaa',)",talu,TALU
"('Elandvahe', '1')",talu,TALU
"('Эланвахе',)",talu,TALU
"('Ellavere', 'ms')",talu,TALU
"('Эллаферъ,', 'Ф.')",talu,TALU
"('Магнусгофъ,', 'Мз.')",talu,TALU
"('Emmako', 't')",talu,TALU
"('Emmako',)",talu,TALU
"('Emaku', 'XIII')",talu,TALU
"('Emismäe', 'A30')",talu,TALU
"('Піомецъ,', 'Дв.')",talu,TALU
"('Emmast,', 'Pastorat')",talu,TALU
"('Emmast-Pastorat',)",talu,TALU
"('Эммастъ,', 'Мз.')",talu,TALU
"('Emmamäe', 'ms')",talu,TALU
"('Emmamäe',)",talu,TALU
"('Emmomeggi',)",talu,TALU
"('Emmomäggi',)",talu,TALU
"('Эммомяги,', 'Мз.')",talu,TALU
"('Эммомягги,', 'Им.')",talu,TALU
"('Ennarm',)",talu,TALU
"('Endla', 'A25')",talu,TALU
"('Endla', '68')",talu,TALU
"('Эндла',)",talu,TALU
"('Endla', 'A123')",talu,TALU
"('A123',)",talu,TALU
"('Endla', 'A66')",talu,TALU
"('A66',)",talu,TALU
"('Endla', 'A180')",talu,TALU
"('A180',)",talu,TALU
"('Endla', 'A151')",talu,TALU
"('A151',)",talu,TALU
"('Endla', 'A42')",talu,TALU
"('Ortenorm',)",talu,TALU
"('Энге,', 'Мз.')",talu,TALU
"('Engefer',)",talu,TALU
"('Enivere', 'ms')",talu,TALU
"('Änivere', 'ms')",talu,TALU
"('Änivere',)",talu,TALU
"('Ennikwerre',)",talu,TALU
"('Штернбергъ,', 'Им.')",talu,TALU
"('Ennu', 'krjms')",talu,TALU
"('Ennu',)",talu,TALU
"('Ennu', 'ms')",talu,TALU
"('Энно,', 'Полумз.')",talu,TALU
"('Ennumõisa', 't')",talu,TALU
"('Ennumõisa',)",talu,TALU
"('Ennomois',)",talu,TALU
"('Ennuste', 'A2')",talu,TALU
"('Väike-Ennuste', 't')",talu,TALU
"('Väike-Ennuste',)",talu,TALU
"('Хенноферъ,', 'Ф.')",talu,TALU
"('Eomatsi', '62')",talu,TALU
"('Eho', 'Matz')",talu,TALU
"('Matz',)",talu,TALU
"('Eomäe', '44')",talu,TALU
"('Äpamardi', 't')",talu,TALU
"('Äpamardi',)",talu,TALU
"('Enamärdi', 'A52')",talu,TALU
"('Eppa', 'Mart')",talu,TALU
"('Metsavaht',)",talu,TALU
"('Erbstfer',)",talu,TALU
"('Эрестферъ,', 'Мз.')",talu,TALU
"('Elstev',)",talu,TALU
"('Hermasberg',)",talu,TALU
"('Hermanshof',)",talu,TALU
"('Эридэсъ,', 'Мз.')",talu,TALU
"('Eriste', 'ms')",talu,TALU
"('Eriste',)",talu,TALU
"('Herris',)",talu,TALU
"('Halja', '55')",talu,TALU
"('Клейнъ', 'Венденъ,', 'Плмз.')",talu,TALU
"('Эрья,', 'Полумызокъ')",talu,TALU
"('Полумызокъ',)",talu,TALU
"('Erlenfeld', '5')",talu,TALU
"('Erlenvelt',)",talu,TALU
"('Tõstamaa-Ermiste', 'krjms')",talu,TALU
"('Tõstamaa-Ermiste',)",talu,TALU
"('Hermes',)",talu,TALU
"('Хермесъ,', 'Пмз.')",talu,TALU
"('Пмз.',)",talu,TALU
"('Ernemaa', 't')",talu,TALU
"('Эрнема,', 'Ф.')",talu,TALU
"('Ernemäe', 'A206')",talu,TALU
"('Еррасъ,', 'Мз.')",talu,TALU
"('Эррасъ,', 'Им.')",talu,TALU
"('Эрвита,', 'Мз.')",talu,TALU
"('Esko', 'A2')",talu,TALU
"('Esko', '20')",talu,TALU
"('Esko', 'Mick')",talu,TALU
"('Mick',)",talu,TALU
"('Веади,', 'Дв.')",talu,TALU
"('Еско',)",talu,TALU
"('Eskomäe', '152')",talu,TALU
"('Esko', '67')",talu,TALU
"('Gesko', 'Jahn')",talu,TALU
"('Esko', 'Teno')",talu,TALU
"('Parbo', 't')",talu,TALU
"('Parbo',)",talu,TALU
"('Esko', '16')",talu,TALU
"('Väljaku', '29')",talu,TALU
"('Esko,', 'Ges.')",talu,TALU
"('Esko', 'Jahn')",talu,TALU
"('Esku', '1')",talu,TALU
"('Esko', '84')",talu,TALU
"('Esko', '40')",talu,TALU
"('Esko-Väljapere', '130')",talu,TALU
"('Esna', 'mois')",talu,TALU
"('Orgesall',)",talu,TALU
"('Orresaar',)",talu,TALU
"('Оррисаръ,', 'Мз.')",talu,TALU
"('Эспре,', 'Хут.')",talu,TALU
"('Jesse',)",talu,TALU
"('Іессъ,', 'Мз.')",talu,TALU
"('Іессъ,', 'Им.')",talu,TALU
"('Schmidti', 'suvemõis')",talu,TALU
"('Tallinna', 'hooneregister')",talu,TALU
"('Tallinna',)",talu,TALU
"('Tööinspektsioon',)",talu,TALU
"('Eesti', 'Merelaevandus')",talu,TALU
"('Merelaevandus',)",talu,TALU
"('Balti', 'Merelaevanduse', 'Eesti', 'Merelaevastiku', 'Valitsus')",talu,TALU
"('Valitsus',)",talu,TALU
"('Эстонское', 'морское', 'пароходство')",talu,TALU
"('Эстонское', 'морское')",talu,TALU
"('Orbita', 'Service,', 'koondis')",talu,TALU
"('Orbita', 'Service,')",talu,TALU
"('Service,',)",talu,TALU
"('EKP', 'Harju', 'Rajooni', 'Komitee')",talu,TALU
"('Komitee',)",talu,TALU
"('Euroopa', 'Komisjoni', 'Esindus', 'Eestis')",talu,TALU
"('Eestis',)",talu,TALU
"('Ametiühingute', 'maja')",talu,TALU
"('Ametiühingute',)",talu,TALU
"('Tööstuskoht', 'A168')",talu,TALU
"('A168',)",talu,TALU
"('Fahle', 'restoran')",talu,TALU
"('Fichtenhofi', 't')",talu,TALU
"('Fichtenhofi',)",talu,TALU
"('Underli', 't')",talu,TALU
"('Underli',)",talu,TALU
"('Friedheim', '33/3')",talu,TALU
"('Friedhelm',)",talu,TALU
"('Laidoneri', 'villa')",talu,TALU
"('Laidoneri',)",talu,TALU
"('Kindral', 'Laidoneri', 'maja')",talu,TALU
"('Kindral', 'Laidoneri')",talu,TALU
"('Gamma', '18')",talu,TALU
"('Gräsve', 't')",talu,TALU
"('Kreswi',)",talu,TALU
"('Aabemä', 't')",talu,TALU
"('Aabemä',)",talu,TALU
"('Tondri', 't')",talu,TALU
"('Tondri',)",talu,TALU
"('Habersti', 'ms')",talu,TALU
"('Habersti',)",talu,TALU
"('Haberste', 'mois')",talu,TALU
"('Haberste',)",talu,TALU
"('Habers',)",talu,TALU
"('Habers,', 'Stadt-Gut')",talu,TALU
"('Stadt-Gut',)",talu,TALU
"('Хаберсти,', 'Мз.')",talu,TALU
"('Viimsi', 'kordon')",talu,TALU
"('Habinömm',)",talu,TALU
"('Habineeme', 'A105')",talu,TALU
"('A105',)",talu,TALU
"('Habbinem,', 'Das', 'Guth')",talu,TALU
"('Абнеме,', 'Х.')",talu,TALU
"('Х.',)",talu,TALU
"('Habsila',)",talu,TALU
"('Fries', 'Don')",talu,TALU
"('Don',)",talu,TALU
"('Hakenmühle',)",talu,TALU
"('Гаакгофъ,', 'Мз.')",talu,TALU
"('Hakla', 'Hansu', '80')",talu,TALU
"('Naila', 'Hanso', 'Jürri')",talu,TALU
"('Hakla-Jaani', '81')",talu,TALU
"('Jahni', 'Andres')",talu,TALU
"('Andres',)",talu,TALU
"('Jahni', 'Mart')",talu,TALU
"('Hakla', 'Juhani', '81a')",talu,TALU
"('Hakla', 'Maidla', '80a')",talu,TALU
"('Mõisa',)",talu,TALU
"('Armuadra', 'ms')",talu,TALU
"('Armuadra',)",talu,TALU
"('Hanbeck',)",talu,TALU
"('Siversky',)",talu,TALU
"('Хани,', 'Дв.')",talu,TALU
"('Hani', 'moisa')",talu,TALU
"('Hani',)",talu,TALU
"('Гангофъ,', 'Мз.')",talu,TALU
"('Haansalu', 't')",talu,TALU
"('Ansel',)",talu,TALU
"('Hansal',)",talu,TALU
"('Haapsalu', 'A136')",talu,TALU
"('A136',)",talu,TALU
"('Haselau',)",talu,TALU
"('Газелау,', 'Мз.')",talu,TALU
"('Хава,', 'Ф.')",talu,TALU
"('Haava', 'A41')",talu,TALU
"('Хава',)",talu,TALU
"('Haava', 'A55')",talu,TALU
"('A55',)",talu,TALU
"('Haavamäe', '32')",talu,TALU
"('Haavamäe', 'A42')",talu,TALU
"('Einsoni', 't')",talu,TALU
"('Einsoni',)",talu,TALU
"('Kõmmi', 't')",talu,TALU
"('Kõmmi',)",talu,TALU
"('Haaviku', '44')",talu,TALU
"('Haaviku', 'A15')",talu,TALU
"('Haaviku', '50')",talu,TALU
"('Haaviku', 'A204')",talu,TALU
"('A204',)",talu,TALU
"('Habbaja', 'mois')",talu,TALU
"('Habbaja',)",talu,TALU
"('Хаббатъ,', 'Мз.')",talu,TALU
"('Хазикъ,', 'Мз.')",talu,TALU
"('Hasik',)",talu,TALU
"('Hageri', 'pastoraat')",talu,TALU
"('Rootsivoori', 'ms')",talu,TALU
"('Rootsivoori',)",talu,TALU
"('Hageri', 'kiriku', 'A7')",talu,TALU
"('Haggers,', 'Pastorat')",talu,TALU
"('Haggers-Pastorat',)",talu,TALU
"('Haggers,', 'Past.')",talu,TALU
"('Past.',)",talu,TALU
"('Rotsiweer',)",talu,TALU
"('Гаггерскаго', 'лютер.', 'прихода,', 'Пасторатъ')",talu,TALU
"('Хаггерсъ,', 'паст.')",talu,TALU
"('Хаггерсъ,',)",talu,TALU
"('Mõisa', 'A33')",talu,TALU
"('Haggud,', 'Das', 'Guth')",talu,TALU
"('Гаггутъ,', 'Мз.')",talu,TALU
"('Käiba', 'A55')",talu,TALU
"('Haiba,', 'Das', 'Guth')",talu,TALU
"('Habia',)",talu,TALU
"('Гайба,', 'Мз.')",talu,TALU
"('Kure', 'metsavaht', 'A48')",talu,TALU
"('A48',)",talu,TALU
"('Heimaro', 'mois')",talu,TALU
"('Heimaro',)",talu,TALU
"('Haner',)",talu,TALU
"('Геймаръ,', 'Мз.')",talu,TALU
"('Hallinga', 'ms')",talu,TALU
"('Hallinga',)",talu,TALU
"('Alliko', 'moisa')",talu,TALU
"('Alliko',)",talu,TALU
"('Галликъ,', 'Мз.')",talu,TALU
"('Alisvälja', 't')",talu,TALU
"('Alisvälja',)",talu,TALU
"('Halisvälja', 'A13')",talu,TALU
"('Аалисвялья',)",talu,TALU
"('Alja', 'A99')",talu,TALU
"('A99',)",talu,TALU
"('Allja', 't')",talu,TALU
"('Allja',)",talu,TALU
"('Halja', 'Rein')",talu,TALU
"('Халья',)",talu,TALU
"('Haljall,', 'Pastorat')",talu,TALU
"('Haljall-Pastorat',)",talu,TALU
"('Хальяль,', 'Паст.')",talu,TALU
"('Haljamaa', 'A120')",talu,TALU
"('A120',)",talu,TALU
"('Haljamardi', 'A25')",talu,TALU
"('Хальямарди',)",talu,TALU
"('Haljasmaa', '49')",talu,TALU
"('Haljawa', 'mois')",talu,TALU
"('Haljawa',)",talu,TALU
"('Галлинапъ,', 'Мз.')",talu,TALU
"('Haljema', 'A255')",talu,TALU
"('A255',)",talu,TALU
"('Allamois',)",talu,TALU
"('Аленховъ,', 'Ф.')",talu,TALU
"('Hälli', '44')",talu,TALU
"('Halli', '44')",talu,TALU
"('Subila', 't')",talu,TALU
"('Subila',)",talu,TALU
"('Hallikas',)",talu,TALU
"('Hallika', '93')",talu,TALU
"('Hallika', '24')",talu,TALU
"('Айлика,', 'Дв.')",talu,TALU
"('Hallika', 'A136')",talu,TALU
"('Hallika', 'A33')",talu,TALU
"('Hallika-Hansu', 't')",talu,TALU
"('Hallika-Hansu',)",talu,TALU
"('Hallika-Hansu', 'A55')",talu,TALU
"('Hallica', 'Hans')",talu,TALU
"('Allikivi', '47')",talu,TALU
"('Hallikivi', 'A49')",talu,TALU
"('Allkivi', '75')",talu,TALU
"('Hallikivi', 'A82')",talu,TALU
"('Hallimaa', 'A220')",talu,TALU
"('A220',)",talu,TALU
"('Alliksoo', 't')",talu,TALU
"('Alliksoo',)",talu,TALU
"('Hallisoo', '49')",talu,TALU
"('Hallist,', 'Pastorat')",talu,TALU
"('Hallist-Pastorat',)",talu,TALU
"('Hamburgisaun', '148')",talu,TALU
"('Hamburgi', 'II')",talu,TALU
"('Hannela',)",talu,TALU
"('Angu', 't')",talu,TALU
"('Angu',)",talu,TALU
"('Hangu', 'A28')",talu,TALU
"('Ангу',)",talu,TALU
"('Kirikumõisa',)",talu,TALU
"('Hannehl-Pastorat',)",talu,TALU
"('Ханель,', 'Паст.')",talu,TALU
"('Ганель,', 'Пасторатъ')",talu,TALU
"('Hansi', 'ms')",talu,TALU
"('Ansi', 'ms')",talu,TALU
"('Ansi',)",talu,TALU
"('Antri', 'krjms')",talu,TALU
"('Antri',)",talu,TALU
"('Дом.', 'раб.')",talu,TALU
"('Дом.',)",talu,TALU
"('Hansoni', '38')",talu,TALU
"('Hausani', '24')",talu,TALU
"('Hansoni', '24')",talu,TALU
"('Ansoni', 't')",talu,TALU
"('Ansoni',)",talu,TALU
"('Hansu', '44')",talu,TALU
"('Vana-Hansu',)",talu,TALU
"('Hansu', '12')",talu,TALU
"('Hansu', '29')",talu,TALU
"('Hansu', '41')",talu,TALU
"('Hansu', 'A120')",talu,TALU
"('Uue-Hansu', 't')",talu,TALU
"('Uue-Hansu',)",talu,TALU
"('Hansu', '10')",talu,TALU
"('Ансу',)",talu,TALU
"('Hansu', '32')",talu,TALU
"('Hansu', '5')",talu,TALU
"('Hansu', '16')",talu,TALU
"('Hansu', '13')",talu,TALU
"('Koniansu', 't')",talu,TALU
"('Koniansu',)",talu,TALU
"('Hansu', 'A47')",talu,TALU
"('Hansu', 'A83')",talu,TALU
"('A83',)",talu,TALU
"('Errima', 'Hans')",talu,TALU
"('Hansu', 'A127')",talu,TALU
"('A127',)",talu,TALU
"('Höre-Hansu', 't')",talu,TALU
"('Höre-Hansu',)",talu,TALU
"('Hõrehansu', 'mü')",talu,TALU
"('Hõrehansu',)",talu,TALU
"('Ööreansu', 't')",talu,TALU
"('Ööreansu',)",talu,TALU
"('Anna', 'ms')",talu,TALU
"('Hõrehansu', '25')",talu,TALU
"('Антсумарди',)",talu,TALU
"('Hansu', '43')",talu,TALU
"('Päevati-Hansu', '8')",talu,TALU
"('Pawato', 'Hans')",talu,TALU
"('Hansu', 'A34')",talu,TALU
"('Vanakase',)",talu,TALU
"('Hansu', 'A92')",talu,TALU
"('A92',)",talu,TALU
"('Hansu', 'A40')",talu,TALU
"('A40',)",talu,TALU
"('Hansu', '74')",talu,TALU
"('Kupja-Hansu', 't')",talu,TALU
"('Kupja-Hansu',)",talu,TALU
"('Hansu-Kupja', 't')",talu,TALU
"('Hansu-Kupja',)",talu,TALU
"('Hansu-Kubja', '17')",talu,TALU
"('Hansu-Mardi', 't')",talu,TALU
"('Hansu-Mardi',)",talu,TALU
"('Hanso-Mardi', 'A22')",talu,TALU
"('Hansu-Mardi', '28')",talu,TALU
"('Hanso', 'Mart')",talu,TALU
"('Hansumardi', 'A66')",talu,TALU
"('Hansu-Matsi', '18')",talu,TALU
"('Hansumäe', 'A85')",talu,TALU
"('Hansuksmäe', 't')",talu,TALU
"('Hansuksmäe',)",talu,TALU
"('Hansu-Reinu', 't')",talu,TALU
"('Hansu-Reinu',)",talu,TALU
"('Hansu-Reinu', 'A45')",talu,TALU
"('Hanstoa', '3')",talu,TALU
"('Антсу',)",talu,TALU
"('Hansu-Tõnise', 't')",talu,TALU
"('Hansu-Tõnise',)",talu,TALU
"('Hansutõnise', '11')",talu,TALU
"('Anstõnu', 't')",talu,TALU
"('Anstõnu',)",talu,TALU
"('Hansu-Tõnu',)",talu,TALU
"('Hansutõnu', '6')",talu,TALU
"('Haavapalu', 't')",talu,TALU
"('Haavapalu',)",talu,TALU
"('Haopalu', 'A72')",talu,TALU
"('Хардо,', 'Мз.')",talu,TALU
"('Harjel,', 'Pastorat')",talu,TALU
"('Harjel-Pastorat',)",talu,TALU
"('Harjo',)",talu,TALU
"('Harju', '3')",talu,TALU
"('Aleksandri', 't')",talu,TALU
"('Harju', '86')",talu,TALU
"('Teadus,', 'ühing')",talu,TALU
"('Teadus,',)",talu,TALU
"('ENSV', 'Ühing', 'Teadus')",talu,TALU
"('Teadus',)",talu,TALU
"('Tallinna', 'Majaomanikkude', 'Pank')",talu,TALU
"('Pank',)",talu,TALU
"('St.', 'Johannis,', 'Pastorat')",talu,TALU
"('Seyentacken',)",talu,TALU
"('St.-Johannis-Pastorat',)",talu,TALU
