_phrase_,type,grammar_symbol
"('Sildema', 't')",talu,TALU
"('Sildema',)",talu,TALU
"('Sildemäe', 't')",talu,TALU
"('Sildemäe',)",talu,TALU
"('Sildevahe', 't')",talu,TALU
"('Sildevahe',)",talu,TALU
"('Silla', 'kõrts')",talu,TALU
"('Silla',)",talu,TALU
"('Silla', 't')",talu,TALU
"('Sillakabeli', 't')",talu,TALU
"('Sillakabeli',)",talu,TALU
"('Sillamaa', 't')",talu,TALU
"('Sillamaa',)",talu,TALU
"('Sillamäe', 'plms')",talu,TALU
"('Sillamäe',)",talu,TALU
"('Sillamäe', 't')",talu,TALU
"('Sillamöldri', 'ms')",talu,TALU
"('Sillamöldri',)",talu,TALU
"('Sillaoja', 't')",talu,TALU
"('Sillaoja',)",talu,TALU
"('Sillaotsa', 'saun')",talu,TALU
"('Sillaotsa',)",talu,TALU
"('Sillaotsa', 't')",talu,TALU
"('Sillaotsa', 't?')",talu,TALU
"('Silla-Raudsepa', 't')",talu,TALU
"('Silla-Raudsepa',)",talu,TALU
"('Sillasoo', 't')",talu,TALU
"('Sillasoo',)",talu,TALU
"('Silmsi', 'krjms')",talu,TALU
"('Silmsi',)",talu,TALU
"('Silmsi', 'ms')",talu,TALU
"('Simaski', 't')",talu,TALU
"('Simaski',)",talu,TALU
"('Simmardi', 't')",talu,TALU
"('Simmardi',)",talu,TALU
"('Simmeri', 't')",talu,TALU
"('Simmeri',)",talu,TALU
"('Simmu', 't')",talu,TALU
"('Simmu',)",talu,TALU
"('Simumäe', 't')",talu,TALU
"('Simumäe',)",talu,TALU
"('Simuna', 'krkms')",talu,TALU
"('Simuna',)",talu,TALU
"('Simuri', 't')",talu,TALU
"('Simuri',)",talu,TALU
"('Sinalepa', 'ms')",talu,TALU
"('Sinalepa',)",talu,TALU
"('Sindi', 'ms')",talu,TALU
"('Sindi',)",talu,TALU
"('Singi', 't')",talu,TALU
"('Singi',)",talu,TALU
"('Sinika', 't')",talu,TALU
"('Sinika',)",talu,TALU
"('Sinikse', 't')",talu,TALU
"('Sinikse',)",talu,TALU
"('Sininõmme', 't')",talu,TALU
"('Sininõmme',)",talu,TALU
"('Sinipalu', 'krjms')",talu,TALU
"('Sinipalu',)",talu,TALU
"('Sinisalu', 't')",talu,TALU
"('Sinisalu',)",talu,TALU
"('Sinisilma', 't')",talu,TALU
"('Sinisilma',)",talu,TALU
"('Sinisoo', 't')",talu,TALU
"('Sinisoo',)",talu,TALU
"('Sinivoore', 'krjms')",talu,TALU
"('Sinivoore',)",talu,TALU
"('Sinkle', 't')",talu,TALU
"('Sinkle',)",talu,TALU
"('Sipa', 'ms')",talu,TALU
"('Sipa',)",talu,TALU
"('Sipametsa', 't')",talu,TALU
"('Sipametsa',)",talu,TALU
"('Sipasi', 't')",talu,TALU
"('Sipasi',)",talu,TALU
"('Sipelga', 'kõrts')",talu,TALU
"('Sipelga',)",talu,TALU
"('Sipelga', 'saun')",talu,TALU
"('Sipelga', 't')",talu,TALU
"('Siramaa', 't')",talu,TALU
"('Siramaa',)",talu,TALU
"('Siramaa-Küüni', 't')",talu,TALU
"('Siramaa-Küüni',)",talu,TALU
"('Sireli', 't')",talu,TALU
"('Sireli',)",talu,TALU
"('Sirge', 't')",talu,TALU
"('Sirge',)",talu,TALU
"('Sirgu', 'krvms')",talu,TALU
"('Sirgu',)",talu,TALU
"('Sirgu', 't')",talu,TALU
"('Sirgumäe', 't')",talu,TALU
"('Sirgumäe',)",talu,TALU
"('Sirina', 't')",talu,TALU
"('Sirina',)",talu,TALU
"('Sirkase', 't')",talu,TALU
"('Sirkase',)",talu,TALU
"('Sisaliku', 't')",talu,TALU
"('Sisaliku',)",talu,TALU
"('Sitakoti', 't')",talu,TALU
"('Sitakoti',)",talu,TALU
"('Sitika', 'saun')",talu,TALU
"('Sitika',)",talu,TALU
"('Sitika', 't')",talu,TALU
"('Sitska', 't')",talu,TALU
"('Sitska',)",talu,TALU
"('Siugumetsa', 'krjms')",talu,TALU
"('Siugumetsa',)",talu,TALU
"('Sobli', 't')",talu,TALU
"('Sobli',)",talu,TALU
"('Sobli', 't-d')",talu,TALU
"('Sobliku', 't')",talu,TALU
"('Sobliku',)",talu,TALU
"('Soe', 'krjms')",talu,TALU
"('Soe',)",talu,TALU
"('Soena', 't')",talu,TALU
"('Soena',)",talu,TALU
"('Soessilla', 't')",talu,TALU
"('Soessilla',)",talu,TALU
"('Sohimäe', 't')",talu,TALU
"('Sohimäe',)",talu,TALU
"('Sohlu', 'krjms')",talu,TALU
"('Sohlu',)",talu,TALU
"('Sohlumäe', 'kõrts')",talu,TALU
"('Sohlumäe',)",talu,TALU
"('Sohlumäe', 't')",talu,TALU
"('Soipilli', 't')",talu,TALU
"('Soipilli',)",talu,TALU
"('S’okovitsa,', 'pk')",talu,TALU
"('S’okovitsa,',)",talu,TALU
"('Sokrati', 't')",talu,TALU
"('Sokrati',)",talu,TALU
"('Soldina', 'krjms')",talu,TALU
"('Soldina',)",talu,TALU
"('Solme', 't')",talu,TALU
"('Solme',)",talu,TALU
"('Sombari', 't')",talu,TALU
"('Sombari',)",talu,TALU
"('Sompa', 'ms')",talu,TALU
"('Sompa',)",talu,TALU
"('Sompa', 't')",talu,TALU
"('Sonda', 'krjms')",talu,TALU
"('Sonda',)",talu,TALU
"('Sonni', 'krvms')",talu,TALU
"('Sonni',)",talu,TALU
"('Sonni', 't')",talu,TALU
"('Sonnimetsa', 't')",talu,TALU
"('Sonnimetsa',)",talu,TALU
"('Soo', 't')",talu,TALU
"('Soo',)",talu,TALU
"('Soo', '46', 'maja')",talu,TALU
"('Soo', '46')",talu,TALU
"('Sooaluse', 't')",talu,TALU
"('Sooaluse',)",talu,TALU
"('Sooaluste', 'krjms')",talu,TALU
"('Sooaluste',)",talu,TALU
"('Sooaru', 't')",talu,TALU
"('Sooaru',)",talu,TALU
"('Sooba', 'krjms')",talu,TALU
"('Sooba',)",talu,TALU
"('Soobiku', 't')",talu,TALU
"('Soobiku',)",talu,TALU
"('Soodevahe', 't')",talu,TALU
"('Soodevahe',)",talu,TALU
"('Soodla', 't')",talu,TALU
"('Soodla',)",talu,TALU
"('Soojaani', 't')",talu,TALU
"('Soojaani',)",talu,TALU
"('Sookaela', 't')",talu,TALU
"('Sookaela',)",talu,TALU
"('Soomardi', 't')",talu,TALU
"('Soomardi',)",talu,TALU
"('Soome', 't')",talu,TALU
"('Soome',)",talu,TALU
"('Soomelaskme', 't')",talu,TALU
"('Soomelaskme',)",talu,TALU
"('Soomeniidu', 't')",talu,TALU
"('Soomeniidu',)",talu,TALU
"('Soomevere', 'krjms')",talu,TALU
"('Soomevere',)",talu,TALU
"('Soompea', 'ms')",talu,TALU
"('Soompea',)",talu,TALU
"('Soomukse', 'krjms')",talu,TALU
"('Soomukse',)",talu,TALU
"('Soomäe', 't')",talu,TALU
"('Soomäe',)",talu,TALU
"('Soone', 'saun')",talu,TALU
"('Soone',)",talu,TALU
"('Soone', 't')",talu,TALU
"('Soonepere', 't')",talu,TALU
"('Soonepere',)",talu,TALU
"('Sooniste', 'ms')",talu,TALU
"('Sooniste',)",talu,TALU
"('Soonlepa', 'ms')",talu,TALU
"('Soonlepa',)",talu,TALU
"('Soontaga', 'ms')",talu,TALU
"('Soontaga',)",talu,TALU
"('Soonurme', 'krjms')",talu,TALU
"('Soonurme',)",talu,TALU
"('Soo-otsa', 't')",talu,TALU
"('Soo-otsa',)",talu,TALU
"('Soootsa', 't')",talu,TALU
"('Soootsa',)",talu,TALU
"('Sooranna', 't')",talu,TALU
"('Sooranna',)",talu,TALU
"('Sooru', 'ms')",talu,TALU
"('Sooru',)",talu,TALU
"('Soosaare', 'krjms')",talu,TALU
"('Soosaare',)",talu,TALU
"('Soosaare', 'ms')",talu,TALU
"('Soosaare', 't')",talu,TALU
"('Soosalu', 'krjms')",talu,TALU
"('Soosalu',)",talu,TALU
"('Soosalu', 't')",talu,TALU
"('Soosauna', 't')",talu,TALU
"('Soosauna',)",talu,TALU
"('Soosepa', 't')",talu,TALU
"('Soosepa',)",talu,TALU
"('Soostre', 't')",talu,TALU
"('Soostre',)",talu,TALU
"('Sootaga', 'ms')",talu,TALU
"('Sootaga',)",talu,TALU
"('Sootaguse', 'krjms')",talu,TALU
"('Sootaguse',)",talu,TALU
"('Sootaguse', 'ms')",talu,TALU
"('Sootalu',)",talu,TALU
"('Soovaku', 't')",talu,TALU
"('Soovaku',)",talu,TALU
"('Soovardi', 't')",talu,TALU
"('Soovardi',)",talu,TALU
"('Sooviku', 'saun')",talu,TALU
"('Sooviku',)",talu,TALU
"('Sooviku', 't')",talu,TALU
"('Sooääre', 't')",talu,TALU
"('Sooääre',)",talu,TALU
"('Sope', 't')",talu,TALU
"('Sope',)",talu,TALU
"('Sopi', 't')",talu,TALU
"('Sopi',)",talu,TALU
"('Sopi-Altpere', 't')",talu,TALU
"('Sopi-Altpere',)",talu,TALU
"('Sopsu', 't')",talu,TALU
"('Sopsu',)",talu,TALU
"('Sorgi', 'maja')",talu,TALU
"('Sorgi',)",talu,TALU
"('Sorsa', 't')",talu,TALU
"('Sorsa',)",talu,TALU
"('Springtal',)",talu,TALU
"('Stackelbergi', 'maja')",talu,TALU
"('Stackelbergi',)",talu,TALU
"('Subi', 't')",talu,TALU
"('Subi',)",talu,TALU
"('Sudeva', 't')",talu,TALU
"('Sudeva',)",talu,TALU
"('Sugalepa', 'krjms')",talu,TALU
"('Sugalepa',)",talu,TALU
"('Suigu', 'ms')",talu,TALU
"('Suigu',)",talu,TALU
"('Suigu', 'saun')",talu,TALU
"('Suigu', 't')",talu,TALU
"('Suitsu', 't')",talu,TALU
"('Suitsu',)",talu,TALU
"('Suitsuaadu', 't')",talu,TALU
"('Suitsuaadu',)",talu,TALU
"('Suitsumardi', 't')",talu,TALU
"('Suitsumardi',)",talu,TALU
"('Suitsutõnsu', 't')",talu,TALU
"('Suitsutõnsu',)",talu,TALU
"('Sukahansu', 't')",talu,TALU
"('Sukahansu',)",talu,TALU
"('Suka-Vanapere', 't')",talu,TALU
"('Suka-Vanapere',)",talu,TALU
"('Sulakatku', 't')",talu,TALU
"('Sulakatku',)",talu,TALU
"('Sulguri', 't')",talu,TALU
"('Sulguri',)",talu,TALU
"('Sulinamäe', 't')",talu,TALU
"('Sulinamäe',)",talu,TALU
"('Sultsi', 'ms')",talu,TALU
"('Sultsi',)",talu,TALU
"('Sultsi', 't')",talu,TALU
"('Sulu', 'krjms')",talu,TALU
"('Sulu',)",talu,TALU
"('Sulu', 't')",talu,TALU
"('Sulumaa', 't')",talu,TALU
"('Sulumaa',)",talu,TALU
"('Sulupere', 't')",talu,TALU
"('Sulupere',)",talu,TALU
"('Sulõmõisa', 'krjms')",talu,TALU
"('Sulõmõisa',)",talu,TALU
"('Sumba', 't')",talu,TALU
"('Sumba',)",talu,TALU
"('Sunda', 't')",talu,TALU
"('Sunda',)",talu,TALU
"('Sunni', 't')",talu,TALU
"('Sunni',)",talu,TALU
"('Suntsi', 'krjms')",talu,TALU
"('Suntsi',)",talu,TALU
"('Supsi', 'krjms')",talu,TALU
"('Supsi',)",talu,TALU
"('Surdi', 't')",talu,TALU
"('Surdi',)",talu,TALU
"('Surju', 'ms')",talu,TALU
"('Surju',)",talu,TALU
"('Suru', 'ms')",talu,TALU
"('Suru',)",talu,TALU
"('Susi', 't')",talu,TALU
"('Susi',)",talu,TALU
"('Suti', 't')",talu,TALU
"('Suti',)",talu,TALU
"('Sutlema', 'ms')",talu,TALU
"('Sutlema',)",talu,TALU
"('Sutlepa', 'ms')",talu,TALU
"('Sutlepa',)",talu,TALU
"('Sutsu', 't')",talu,TALU
"('Sutsu',)",talu,TALU
"('Suttermu', 'krjms')",talu,TALU
"('Suttermu',)",talu,TALU
"('Suudla', 'ms')",talu,TALU
"('Suudla',)",talu,TALU
"('Suuga', 'krjms')",talu,TALU
"('Suuga',)",talu,TALU
"('Suupilli', 't')",talu,TALU
"('Suupilli',)",talu,TALU
"('Suuraru', 't')",talu,TALU
"('Suuraru',)",talu,TALU
"('Suureaia', 't')",talu,TALU
"('Suureaia',)",talu,TALU
"('Suurearu', 'krjms')",talu,TALU
"('Suurearu',)",talu,TALU
"('Suurearu', 't')",talu,TALU
"('Suurearu-Hansu', 't')",talu,TALU
"('Suurearu-Hansu',)",talu,TALU
"('Suurehansu', 't')",talu,TALU
"('Suurehansu',)",talu,TALU
"('Suure-Jaani', 'krkms')",talu,TALU
"('Suure-Jaani',)",talu,TALU
"('Suurejüri', 't')",talu,TALU
"('Suurejüri',)",talu,TALU
"('Suurekaira', 't')",talu,TALU
"('Suurekaira',)",talu,TALU
"('Suure-Kambja', 'ms')",talu,TALU
"('Suure-Kambja',)",talu,TALU
"('Suurekase', 't')",talu,TALU
"('Suurekase',)",talu,TALU
"('Suurekivi', 't')",talu,TALU
"('Suurekivi',)",talu,TALU
"('Suure-Konguta', 'ms')",talu,TALU
"('Suure-Konguta',)",talu,TALU
"('Suurekuuse', 't')",talu,TALU
"('Suurekuuse',)",talu,TALU
"('Suure-Kõpu', 'ms')",talu,TALU
"('Suure-Kõpu',)",talu,TALU
"('Suure-Kärde', 't')",talu,TALU
"('Suure-Kärde',)",talu,TALU
"('Suure-Lähtru', 'ms')",talu,TALU
"('Suure-Lähtru',)",talu,TALU
"('Suurema', 't')",talu,TALU
"('Suurema',)",talu,TALU
"('Suuremakangru', 't')",talu,TALU
"('Suuremakangru',)",talu,TALU
"('Suurematsi', 't')",talu,TALU
"('Suurematsi',)",talu,TALU
"('Suuremetsa', 'krjms')",talu,TALU
"('Suuremetsa',)",talu,TALU
"('Suuremetsa', 't')",talu,TALU
"('Suuremõisa', 'ms')",talu,TALU
"('Suuremõisa',)",talu,TALU
"('Suureniidu', 'mv')",talu,TALU
"('Suureniidu',)",talu,TALU
"('Suurenõmme', 't')",talu,TALU
"('Suurenõmme',)",talu,TALU
"('Suurenõmme', 't?')",talu,TALU
"('Suureoja', 't')",talu,TALU
"('Suureoja',)",talu,TALU
"('Suurepere', 't')",talu,TALU
"('Suurepere',)",talu,TALU
"('Suure-Rõngu', 'ms')",talu,TALU
"('Suure-Rõngu',)",talu,TALU
"('Suure-Rõude', 'ms')",talu,TALU
"('Suure-Rõude',)",talu,TALU
"('Suuresaare', 't')",talu,TALU
"('Suuresaare',)",talu,TALU
"('Suure-Saueaugu', 't')",talu,TALU
"('Suure-Saueaugu',)",talu,TALU
"('Suureselja', 't')",talu,TALU
"('Suureselja',)",talu,TALU
"('Suuresilla', 't')",talu,TALU
"('Suuresilla',)",talu,TALU
"('Suuressaare', 't')",talu,TALU
"('Suuressaare',)",talu,TALU
"('Suuressoo', 't')",talu,TALU
"('Suuressoo',)",talu,TALU
"('Suuresta', 't')",talu,TALU
"('Suuresta',)",talu,TALU
"('Suuresti', 't')",talu,TALU
"('Suuresti',)",talu,TALU
"('Suuresöödi', 't')",talu,TALU
"('Suuresöödi',)",talu,TALU
"('Suuretooma', 't')",talu,TALU
"('Suuretooma',)",talu,TALU
"('Suuretõnise', 't')",talu,TALU
"('Suuretõnise',)",talu,TALU
"('Suurevainu', 't')",talu,TALU
"('Suurevainu',)",talu,TALU
"('Suurevare', 't')",talu,TALU
"('Suurevare',)",talu,TALU
"('Suurevälja', 't')",talu,TALU
"('Suurevälja',)",talu,TALU
"('Suurevürsti', 't')",talu,TALU
"('Suurevürsti',)",talu,TALU
"('Suurgildi', 'hoone')",talu,TALU
"('Suurgildi',)",talu,TALU
"('Suur-Haabsilla', 'krjms')",talu,TALU
"('Suur-Haabsilla',)",talu,TALU
"('Suur-Karja', '13', 'maja')",talu,TALU
"('Suur-Karja', '13')",talu,TALU
"('Suur-Karja', '18', 'maja')",talu,TALU
"('Suur-Karja', '18')",talu,TALU
"('Suur-Kirikutee', 't')",talu,TALU
"('Suur-Kirikutee',)",talu,TALU
"('Suur-Kullamaa', 'ms')",talu,TALU
"('Suur-Kullamaa',)",talu,TALU
"('Suur-Kõrnumäe', 't')",talu,TALU
"('Suur-Kõrnumäe',)",talu,TALU
"('Suurpärna', 't')",talu,TALU
"('Suurpärna',)",talu,TALU
"('Suur-Soldina', 'ms')",talu,TALU
"('Suur-Soldina',)",talu,TALU
"('Suur-Tsitre', 'krjms')",talu,TALU
"('Suur-Tsitre',)",talu,TALU
"('Suurtüki', 't')",talu,TALU
"('Suurtüki',)",talu,TALU
"('Suusiku', 'krjms')",talu,TALU
"('Suusiku',)",talu,TALU
"('Suvila', 't')",talu,TALU
"('Suvila',)",talu,TALU
"('Sõeru', 'saun')",talu,TALU
"('Sõeru',)",talu,TALU
"('Sõeru', 't')",talu,TALU
"('Sõerumaa', 't')",talu,TALU
"('Sõerumaa',)",talu,TALU
"('Sõeruma-Lepiku', 't')",talu,TALU
"('Sõeruma-Lepiku',)",talu,TALU
"('Sõeruma-Saueaugu', 't')",talu,TALU
"('Sõeruma-Saueaugu',)",talu,TALU
"('Sõerumaveski', 't')",talu,TALU
"('Sõerumaveski',)",talu,TALU
"('Sõerutaguse', 't')",talu,TALU
"('Sõerutaguse',)",talu,TALU
"('Sõgula', 't')",talu,TALU
"('Sõgula',)",talu,TALU
"('Sõjamäe', 'ms')",talu,TALU
"('Sõjamäe',)",talu,TALU
"('Sõklamäe', 't')",talu,TALU
"('Sõklamäe',)",talu,TALU
"('Sõlveti', 't')",talu,TALU
"('Sõlveti',)",talu,TALU
"('Sõmera', 't')",talu,TALU
"('Sõmera',)",talu,TALU
"('Sõmerpalu', 'ms')",talu,TALU
"('Sõmerpalu',)",talu,TALU
"('Sõmeru', 'krvms')",talu,TALU
"('Sõmeru',)",talu,TALU
"('Sõmeru', 'ms')",talu,TALU
"('Sõnajala', 't')",talu,TALU
"('Sõnajala',)",talu,TALU
"('Sõrala', 't')",talu,TALU
"('Sõrala',)",talu,TALU
"('Sõreste', 'ms')",talu,TALU
"('Sõreste',)",talu,TALU
"('Sõssi', 'saun')",talu,TALU
"('Sõssi',)",talu,TALU
"('Sõssi', 't')",talu,TALU
"('Sõstra', 't')",talu,TALU
"('Sõstra',)",talu,TALU
"('Sõstramäe', 't')",talu,TALU
"('Sõstramäe',)",talu,TALU
"('Sõtke', 'ms')",talu,TALU
"('Sõtke',)",talu,TALU
"('Sõtke', 't')",talu,TALU
"('Sõuda', 't')",talu,TALU
"('Sõuda',)",talu,TALU
"('Sõudla', 't')",talu,TALU
"('Sõudla',)",talu,TALU
"('Sõõrike', 'ms')",talu,TALU
"('Sõõrike',)",talu,TALU
"('Sõõru', 't')",talu,TALU
"('Sõõru',)",talu,TALU
"('Sõõrumäe', 't')",talu,TALU
"('Sõõrumäe',)",talu,TALU
"('Säga', 'krjms')",talu,TALU
"('Säga',)",talu,TALU
"('Säime', 't')",talu,TALU
"('Säime',)",talu,TALU
"('Sälikmäe', 'krjms')",talu,TALU
"('Sälikmäe',)",talu,TALU
"('Sämi-Silla', 'krjms')",talu,TALU
"('Sämi-Silla',)",talu,TALU
"('Sänna', 'ms')",talu,TALU
"('Sänna',)",talu,TALU
"('Sänne', 't')",talu,TALU
"('Sänne',)",talu,TALU
"('Säre', 'krjms')",talu,TALU
"('Säre',)",talu,TALU
"('Särevere', 'ms')",talu,TALU
"('Särevere',)",talu,TALU
"('Särje', '22a', 'maja')",talu,TALU
"('Särje', '22a')",talu,TALU
"('Sääla', 'ms')",talu,TALU
"('Sääla',)",talu,TALU
"('Säära', 't')",talu,TALU
"('Säära',)",talu,TALU
"('Sääre', 'ms')",talu,TALU
"('Sääre',)",talu,TALU
"('Säärekõnnu', 'mv')",talu,TALU
"('Säärekõnnu',)",talu,TALU
"('Säärevälja', 't')",talu,TALU
"('Säärevälja',)",talu,TALU
"('Sääse', 'krjms')",talu,TALU
"('Sääse',)",talu,TALU
"('Sääse', 't')",talu,TALU
"('Sääseoru', 't')",talu,TALU
"('Sääseoru',)",talu,TALU
"('Sääsküla', 'plms')",talu,TALU
"('Sääsküla',)",talu,TALU
"('Söderby,', 'ms')",talu,TALU
"('Söderby,',)",talu,TALU
"('Söe', 't')",talu,TALU
"('Söe',)",talu,TALU
"('Söeaugu', 't')",talu,TALU
"('Söeaugu',)",talu,TALU
"('Söta,', 'krjms')",talu,TALU
"('Söta,',)",talu,TALU
"('Söödi', 't')",talu,TALU
"('Söödi',)",talu,TALU
"('Sündeva', 'krvms')",talu,TALU
"('Sündeva',)",talu,TALU
"('Sürgavere', 'ms')",talu,TALU
"('Sürgavere',)",talu,TALU
"('Süsivere', 'krjms')",talu,TALU
"('Süsivere',)",talu,TALU
"('Sütemetsa', 'mv')",talu,TALU
"('Sütemetsa',)",talu,TALU
"('Sütemetsa', 't')",talu,TALU
"('Sütemäe', 't')",talu,TALU
"('Sütemäe',)",talu,TALU
"('Šveitsi', 'maja')",talu,TALU
"('Šveitsi',)",talu,TALU
"('Walter', 'Zappi', 'maja')",talu,TALU
"('Walter', 'Zappi')",talu,TALU
"('Zappi',)",talu,TALU
"('Taabori', 't')",talu,TALU
"('Taabori',)",talu,TALU
"('Taabri', 'ms')",talu,TALU
"('Taabri',)",talu,TALU
"('Taadi', 't')",talu,TALU
"('Taadi',)",talu,TALU
"('Taagepera', 'ms')",talu,TALU
"('Taagepera',)",talu,TALU
"('Taakli', 't')",talu,TALU
"('Taakli',)",talu,TALU
"('Taalbri', 'krjms')",talu,TALU
"('Taalbri',)",talu,TALU
"('Taaldevälja', 't')",talu,TALU
"('Taaldevälja',)",talu,TALU
"('Taali', 'ms')",talu,TALU
"('Taali',)",talu,TALU
"('Taaliku', 'ms')",talu,TALU
"('Taaliku',)",talu,TALU
"('Taaramäe', 't')",talu,TALU
"('Taaramäe',)",talu,TALU
"('Taaveti', 't')",talu,TALU
"('Taaveti',)",talu,TALU
"('Taavita', 't')",talu,TALU
"('Taavita',)",talu,TALU
"('Tabani', 't')",talu,TALU
"('Tabani',)",talu,TALU
"('Tade', 'krjms')",talu,TALU
"('Tade',)",talu,TALU
"('Taebla', 'ms')",talu,TALU
"('Taebla',)",talu,TALU
"('Taevere', 'ms')",talu,TALU
"('Taevere',)",talu,TALU
"('Tagajõe', 'krjms')",talu,TALU
"('Tagajõe',)",talu,TALU
"('Tagakõljala', 't')",talu,TALU
"('Tagakõljala',)",talu,TALU
"('Tagalepa', 't')",talu,TALU
"('Tagalepa',)",talu,TALU
"('Taga-Lutsu', 't')",talu,TALU
"('Taga-Lutsu',)",talu,TALU
"('Taga-Lõunda', 't')",talu,TALU
"('Taga-Lõunda',)",talu,TALU
"('Tagametsa', 't')",talu,TALU
"('Tagametsa',)",talu,TALU
"('Tagamõisa', 'ms')",talu,TALU
"('Tagamõisa',)",talu,TALU
"('Taganõmme', 't')",talu,TALU
"('Taganõmme',)",talu,TALU
"('Tagaotsa', 't')",talu,TALU
"('Tagaotsa',)",talu,TALU
"('Taga-Paatre', 't')",talu,TALU
"('Taga-Paatre',)",talu,TALU
"('Tagapasti', 't')",talu,TALU
"('Tagapasti',)",talu,TALU
"('Tagapere', 't')",talu,TALU
"('Tagapere',)",talu,TALU
"('Taga-Piganeeme', 't')",talu,TALU
"('Taga-Piganeeme',)",talu,TALU
"('Tagasaare', 't')",talu,TALU
"('Tagasaare',)",talu,TALU
"('Tagasauna', 't')",talu,TALU
"('Tagasauna',)",talu,TALU
"('Tagasmäe', 'saun')",talu,TALU
"('Tagasmäe',)",talu,TALU
"('Tagasmäe', 't')",talu,TALU
"('Taga-Tammemäe', 't')",talu,TALU
"('Taga-Tammemäe',)",talu,TALU
"('Taga-Tuisu', 't')",talu,TALU
"('Taga-Tuisu',)",talu,TALU
"('Tagavahnuvere', 't')",talu,TALU
"('Tagavahnuvere',)",talu,TALU
"('Tagavere', 'ms')",talu,TALU
"('Tagavere',)",talu,TALU
"('Tagavälja', 't')",talu,TALU
"('Tagavälja',)",talu,TALU
"('Taheva', 'ms')",talu,TALU
"('Taheva',)",talu,TALU
"('Tahkuranna', 'ms')",talu,TALU
"('Tahkuranna',)",talu,TALU
"('Tahu', 'ms')",talu,TALU
"('Tahu',)",talu,TALU
"('Tahula', 'ms')",talu,TALU
"('Tahula',)",talu,TALU
"('Taikse', 'krjms')",talu,TALU
"('Taikse',)",talu,TALU
"('Takkapao', 't')",talu,TALU
"('Takkapao',)",talu,TALU
"('Takkasauna', 't')",talu,TALU
"('Takkasauna',)",talu,TALU
"('Takksaare', 't')",talu,TALU
"('Takksaare',)",talu,TALU
"('Taku', 'kõrts')",talu,TALU
"('Taku',)",talu,TALU
"('Taku', 't')",talu,TALU
"('Takukangru', 't')",talu,TALU
"('Takukangru',)",talu,TALU
"('Takumäe', 't')",talu,TALU
"('Takumäe',)",talu,TALU
"('Talde', 't')",talu,TALU
"('Talde',)",talu,TALU
"('Taldremäe', 't')",talu,TALU
"('Taldremäe',)",talu,TALU
"('Tali', 'ms')",talu,TALU
"('Tali',)",talu,TALU
"('Talina', 'krjms')",talu,TALU
"('Talina',)",talu,TALU
"('Talle', 't')",talu,TALU
"('Talle',)",talu,TALU
"('Talli', 't')",talu,TALU
"('Talli',)",talu,TALU
"('Tallijaani', 't')",talu,TALU
"('Tallijaani',)",talu,TALU
"('Tallinki', 'büroohoone')",talu,TALU
"('Tallinki',)",talu,TALU
"('Talna', 'krjms')",talu,TALU
"('Talna',)",talu,TALU
"('Talumäe', 't')",talu,TALU
"('Talumäe',)",talu,TALU
"('Talvetee', 't')",talu,TALU
"('Talvetee',)",talu,TALU
"('Tamba', 'ms')",talu,TALU
"('Tamba',)",talu,TALU
"('Tambergi', 't')",talu,TALU
"('Tambergi',)",talu,TALU
"('Tamma', 'krvms')",talu,TALU
"('Tamma',)",talu,TALU
"('Tammaasu', 't')",talu,TALU
"('Tammaasu',)",talu,TALU
"('Tammaru', 't')",talu,TALU
"('Tammaru',)",talu,TALU
"('Tamme', 'krjms')",talu,TALU
"('Tamme',)",talu,TALU
"('Tamme', 'ms')",talu,TALU
"('Tamme', 'saun')",talu,TALU
"('Tamme', 't')",talu,TALU
"('Tamme', 't?')",talu,TALU
"('Tammearu', 't')",talu,TALU
"('Tammearu',)",talu,TALU
"('Tammela', 't')",talu,TALU
"('Tammela',)",talu,TALU
"('Tammemäe', 't')",talu,TALU
"('Tammemäe',)",talu,TALU
"('Tammeniidi', 'saun')",talu,TALU
"('Tammeniidi',)",talu,TALU
"('Tammeniidi', 't')",talu,TALU
"('Tammeoksa', 't')",talu,TALU
"('Tammeoksa',)",talu,TALU
"('Tammeotsa', 't')",talu,TALU
"('Tammeotsa',)",talu,TALU
"('Tammeraja', 't')",talu,TALU
"('Tammeraja',)",talu,TALU
"('Tammereinu', 't')",talu,TALU
"('Tammereinu',)",talu,TALU
"('Tammesalu', 't')",talu,TALU
"('Tammesalu',)",talu,TALU
"('Tammesauna', 't')",talu,TALU
"('Tammesauna',)",talu,TALU
"('Tammetalu', 't')",talu,TALU
"('Tammetalu',)",talu,TALU
"('Tammetsa', 'krjms')",talu,TALU
"('Tammetsa',)",talu,TALU
"('Tammevälja', 'krjms')",talu,TALU
"('Tammevälja',)",talu,TALU
"('Tammi', 't')",talu,TALU
"('Tammi',)",talu,TALU
"('Tammikmäe', 't')",talu,TALU
"('Tammikmäe',)",talu,TALU
"('Tammiku', 'krjms')",talu,TALU
"('Tammiku',)",talu,TALU
"('Tammiku', 'ms')",talu,TALU
"('Tammiku', 'plms')",talu,TALU
"('Tammiku', 't')",talu,TALU
"('Tammikumäe', 't')",talu,TALU
"('Tammikumäe',)",talu,TALU
"('Tammimõisa', 'krjms')",talu,TALU
"('Tammimõisa',)",talu,TALU
"('Tammimäe', 't')",talu,TALU
"('Tammimäe',)",talu,TALU
"('Tammisaare', 't')",talu,TALU
"('Tammisaare',)",talu,TALU
