_phrase_,type,grammar_symbol
"('Nurmiku', 'põik')",tänav,TÄNAV
"('Nurmiku',)",tänav,TÄNAV
"('Nurmiku', 'tee')",tänav,TÄNAV
"('Nurmiku', 'tn')",tänav,TÄNAV
"('Nurmiste', 'tn')",tänav,TÄNAV
"('Nurmiste',)",tänav,TÄNAV
"('Nursi', 'maantee')",tänav,TÄNAV
"('Nursi',)",tänav,TÄNAV
"('Nuti', 'tn')",tänav,TÄNAV
"('Nuti',)",tänav,TÄNAV
"('Nuudi', 'tee')",tänav,TÄNAV
"('Nuudi',)",tänav,TÄNAV
"('Nuutre', 'tee')",tänav,TÄNAV
"('Nuutre',)",tänav,TÄNAV
"('Nuutri', 'tn')",tänav,TÄNAV
"('Nuutri',)",tänav,TÄNAV
"('Nõeliku', 'tn')",tänav,TÄNAV
"('Nõeliku',)",tänav,TÄNAV
"('Nõgese', 'tn')",tänav,TÄNAV
"('Nõgese',)",tänav,TÄNAV
"('Nõgiaru', 'tn')",tänav,TÄNAV
"('Nõgiaru',)",tänav,TÄNAV
"('Nõgikikka', 'tn')",tänav,TÄNAV
"('Nõgikikka',)",tänav,TÄNAV
"('Nõlva', 'põik')",tänav,TÄNAV
"('Nõlva',)",tänav,TÄNAV
"('Nõlva', 'tn')",tänav,TÄNAV
"('Nõlvaku', 'põik')",tänav,TÄNAV
"('Nõlvaku',)",tänav,TÄNAV
"('Nõlvaku', 'tee')",tänav,TÄNAV
"('Nõlvaku', 'tn')",tänav,TÄNAV
"('Nõmme', 'mü')",tänav,TÄNAV
"('Nõmme',)",tänav,TÄNAV
"('Nõmme', 'põik')",tänav,TÄNAV
"('Nõmme', 'tee')",tänav,TÄNAV
"('Nõmme', 'tn')",tänav,TÄNAV
"('Nõmme-Kase', 'tn')",tänav,TÄNAV
"('Nõmme-Kase',)",tänav,TÄNAV
"('Nõmmeliiva', 'tee')",tänav,TÄNAV
"('Nõmmeliiva',)",tänav,TÄNAV
"('Nõmmeliiva', 'tn')",tänav,TÄNAV
"('Nõmmerga', 'tee')",tänav,TÄNAV
"('Nõmmerga',)",tänav,TÄNAV
"('Nõmmiku', 'tn')",tänav,TÄNAV
"('Nõmmiku',)",tänav,TÄNAV
"('Nõo', 'tee')",tänav,TÄNAV
"('Nõo',)",tänav,TÄNAV
"('Nõo', 'tn')",tänav,TÄNAV
"('Nõukogude', 'tn')",tänav,TÄNAV
"('Nõukogude',)",tänav,TÄNAV
"('Nõukogude', 'väljak')",tänav,TÄNAV
"('Nõukogude', 'Armee', 'tn')",tänav,TÄNAV
"('Nõukogude', 'Armee')",tänav,TÄNAV
"('Armee',)",tänav,TÄNAV
"('Nõva', 'tn')",tänav,TÄNAV
"('Nõva',)",tänav,TÄNAV
"('Nädala', 'tn')",tänav,TÄNAV
"('Nädala',)",tänav,TÄNAV
"('Näituse', 'tn')",tänav,TÄNAV
"('Näituse',)",tänav,TÄNAV
"('Näkineiu', 'tn')",tänav,TÄNAV
"('Näkineiu',)",tänav,TÄNAV
"('Näkmani', 'tee')",tänav,TÄNAV
"('Näkmani',)",tänav,TÄNAV
"('Näpi', 'tee')",tänav,TÄNAV
"('Näpi',)",tänav,TÄNAV
"('Näsiniine', 'tee')",tänav,TÄNAV
"('Näsiniine',)",tänav,TÄNAV
"('Näsiniine', 'tn')",tänav,TÄNAV
"('Nööri', 'tn')",tänav,TÄNAV
"('Nööri',)",tänav,TÄNAV
"('Oa', 'põik')",tänav,TÄNAV
"('Oa',)",tänav,TÄNAV
"('Oa', 'tn')",tänav,TÄNAV
"('Oblika', 'tee')",tänav,TÄNAV
"('Oblika',)",tänav,TÄNAV
"('Oblika', 'tn')",tänav,TÄNAV
"('Observatooriumi', 'tn')",tänav,TÄNAV
"('Observatooriumi',)",tänav,TÄNAV
"('Oda', 'tn')",tänav,TÄNAV
"('Oda',)",tänav,TÄNAV
"('Odra', 'tn')",tänav,TÄNAV
"('Odra',)",tänav,TÄNAV
"('Ogaliku', 'tn')",tänav,TÄNAV
"('Ogaliku',)",tänav,TÄNAV
"('Ohaka', 'tee')",tänav,TÄNAV
"('Ohaka',)",tänav,TÄNAV
"('Aleksander', 'Ohaka', 'tn')",tänav,TÄNAV
"('Aleksander', 'Ohaka')",tänav,TÄNAV
"('Ohtu', 'tee')",tänav,TÄNAV
"('Ohtu',)",tänav,TÄNAV
"('Oja', 'põik')",tänav,TÄNAV
"('Oja',)",tänav,TÄNAV
"('Oja', 'tee')",tänav,TÄNAV
"('Oja', 'tn')",tänav,TÄNAV
"('Ojakalda', 'tn')",tänav,TÄNAV
"('Ojakalda',)",tänav,TÄNAV
"('Ojakääru', 'tee')",tänav,TÄNAV
"('Ojakääru',)",tänav,TÄNAV
"('Ojakääru', 'tn')",tänav,TÄNAV
"('Ojaperve', 'tn')",tänav,TÄNAV
"('Ojaperve',)",tänav,TÄNAV
"('Karl', 'Ojassoo', 'tn')",tänav,TÄNAV
"('Karl', 'Ojassoo')",tänav,TÄNAV
"('Ojassoo',)",tänav,TÄNAV
"('Ojaveere', 'tn')",tänav,TÄNAV
"('Ojaveere',)",tänav,TÄNAV
"('Okka', 'tn')",tänav,TÄNAV
"('Okka',)",tänav,TÄNAV
"('Oksa', 'tn')",tänav,TÄNAV
"('Oksa',)",tänav,TÄNAV
"('Oktoobri', 'tn')",tänav,TÄNAV
"('Oktoobri',)",tänav,TÄNAV
"('Olevi', 'põik')",tänav,TÄNAV
"('Olevi',)",tänav,TÄNAV
"('Olevi', 'tn')",tänav,TÄNAV
"('Olevimägi',)",tänav,TÄNAV
"('Oleviste', 'tn')",tänav,TÄNAV
"('Oleviste',)",tänav,TÄNAV
"('Olustvere', 'tee')",tänav,TÄNAV
"('Olustvere',)",tänav,TÄNAV
"('Olümpia', 'puiestee')",tänav,TÄNAV
"('Olümpia',)",tänav,TÄNAV
"('Olümpia', 'tn')",tänav,TÄNAV
"('Onni', 'tee')",tänav,TÄNAV
"('Onni',)",tänav,TÄNAV
"('Ookri', 'tn')",tänav,TÄNAV
"('Ookri',)",tänav,TÄNAV
"('Oomi', 'tn')",tänav,TÄNAV
"('Oomi',)",tänav,TÄNAV
"('Orase', 'tn')",tänav,TÄNAV
"('Orase',)",tänav,TÄNAV
"('Orasheina', 'tee')",tänav,TÄNAV
"('Orasheina',)",tänav,TÄNAV
"('Orava', 'tn')",tänav,TÄNAV
"('Orava',)",tänav,TÄNAV
"('Oravasaba', 'tee')",tänav,TÄNAV
"('Oravasaba',)",tänav,TÄNAV
"('Orguse', 'tee')",tänav,TÄNAV
"('Orguse',)",tänav,TÄNAV
"('Orhidee', 'tee')",tänav,TÄNAV
"('Orhidee',)",tänav,TÄNAV
"('Orina', 'asundus')",tänav,TÄNAV
"('Orina',)",tänav,TÄNAV
"('Orissaare', 'maantee')",tänav,TÄNAV
"('Orissaare',)",tänav,TÄNAV
"('Villem', 'Ormissoni', 'tn')",tänav,TÄNAV
"('Villem', 'Ormissoni')",tänav,TÄNAV
"('Ormissoni',)",tänav,TÄNAV
"('Oru', 'põik')",tänav,TÄNAV
"('Oru',)",tänav,TÄNAV
"('Oru', 'tee')",tänav,TÄNAV
"('Oru', 'tn')",tänav,TÄNAV
"('Orumetsa', 'tn')",tänav,TÄNAV
"('Orumetsa',)",tänav,TÄNAV
"('Osja', 'tee')",tänav,TÄNAV
"('Osja',)",tänav,TÄNAV
"('Osja', 'tn')",tänav,TÄNAV
"('Oskari', 'tn')",tänav,TÄNAV
"('Oskari',)",tänav,TÄNAV
"('Osmussaare', 'tn')",tänav,TÄNAV
"('Osmussaare',)",tänav,TÄNAV
"('Nikolai', 'Ostrovski', 'tn')",tänav,TÄNAV
"('Nikolai', 'Ostrovski')",tänav,TÄNAV
"('Ostrovski',)",tänav,TÄNAV
"('Otepää', 'maantee')",tänav,TÄNAV
"('Otepää',)",tänav,TÄNAV
"('Oti', 'tn')",tänav,TÄNAV
"('Oti',)",tänav,TÄNAV
"('Otsa', 'põik')",tänav,TÄNAV
"('Otsa',)",tänav,TÄNAV
"('Otsa', 'tn')",tänav,TÄNAV
"('Georg', 'Otsa', 'tn')",tänav,TÄNAV
"('Georg', 'Otsa')",tänav,TÄNAV
"('Otsatalu', 'tn')",tänav,TÄNAV
"('Otsatalu',)",tänav,TÄNAV
"('Otse', 'tn')",tänav,TÄNAV
"('Otse',)",tänav,TÄNAV
"('Otste', 'tee')",tänav,TÄNAV
"('Otste',)",tänav,TÄNAV
"('Outokumpu', 'tn')",tänav,TÄNAV
"('Outokumpu',)",tänav,TÄNAV
"('Paabusilma', 'tn')",tänav,TÄNAV
"('Paabusilma',)",tänav,TÄNAV
"('Paadi', 'tn')",tänav,TÄNAV
"('Paadi',)",tänav,TÄNAV
"('Paadimehe', 'tn')",tänav,TÄNAV
"('Paadimehe',)",tänav,TÄNAV
"('Paagi', 'tn')",tänav,TÄNAV
"('Paagi',)",tänav,TÄNAV
"('Paakspuu', 'tee')",tänav,TÄNAV
"('Paakspuu',)",tänav,TÄNAV
"('Paala', 'tee')",tänav,TÄNAV
"('Paala',)",tänav,TÄNAV
"('Paala', 'tn')",tänav,TÄNAV
"('Paaritsa', 'tee')",tänav,TÄNAV
"('Paaritsa',)",tänav,TÄNAV
"('Paasiku', 'tn')",tänav,TÄNAV
"('Paasiku',)",tänav,TÄNAV
"('Paate', 'tn')",tänav,TÄNAV
"('Paate',)",tänav,TÄNAV
"('Paavli', 'tn')",tänav,TÄNAV
"('Paavli',)",tänav,TÄNAV
"('Paberi', 'tn')",tänav,TÄNAV
"('Paberi',)",tänav,TÄNAV
"('Padriku', 'tee')",tänav,TÄNAV
"('Padriku',)",tänav,TÄNAV
"('Padu', 'põik')",tänav,TÄNAV
"('Padu',)",tänav,TÄNAV
"('Padu', 'tn')",tänav,TÄNAV
"('Pae', 'põik')",tänav,TÄNAV
"('Pae',)",tänav,TÄNAV
"('Pae', 'tn')",tänav,TÄNAV
"('Paekaare', 'tn')",tänav,TÄNAV
"('Paekaare',)",tänav,TÄNAV
"('Paekalda', 'tn')",tänav,TÄNAV
"('Paekalda',)",tänav,TÄNAV
"('Paekivi', 'tn')",tänav,TÄNAV
"('Paekivi',)",tänav,TÄNAV
"('Paelrohu', 'tee')",tänav,TÄNAV
"('Paelrohu',)",tänav,TÄNAV
"('Paemurru', 'tee')",tänav,TÄNAV
"('Paemurru',)",tänav,TÄNAV
"('Paemurru', 'tn')",tänav,TÄNAV
"('Paepargi', 'tn')",tänav,TÄNAV
"('Paepargi',)",tänav,TÄNAV
"('Paepealne', 'tee')",tänav,TÄNAV
"('Paepealne',)",tänav,TÄNAV
"('Paeseljaku', 'tn')",tänav,TÄNAV
"('Paeseljaku',)",tänav,TÄNAV
"('Paevälja', 'puiestee')",tänav,TÄNAV
"('Paevälja',)",tänav,TÄNAV
"('Pagari', 'põik')",tänav,TÄNAV
"('Pagari',)",tänav,TÄNAV
"('Pagari', 'tn')",tänav,TÄNAV
"('Pagi', 'tn')",tänav,TÄNAV
"('Pagi',)",tänav,TÄNAV
"('Paide', 'maantee')",tänav,TÄNAV
"('Paide',)",tänav,TÄNAV
"('Paide', 'tee')",tänav,TÄNAV
"('Paide', 'tn')",tänav,TÄNAV
"('Paikuse', 'tee')",tänav,TÄNAV
"('Paikuse',)",tänav,TÄNAV
"('Paiselehe', 'tn')",tänav,TÄNAV
"('Paiselehe',)",tänav,TÄNAV
"('Paiste', 'tn')",tänav,TÄNAV
"('Paiste',)",tänav,TÄNAV
"('Paistu', 'tn')",tänav,TÄNAV
"('Paistu',)",tänav,TÄNAV
"('Paisu', 'tn')",tänav,TÄNAV
"('Paisu',)",tänav,TÄNAV
"('Paju', 'põik')",tänav,TÄNAV
"('Paju',)",tänav,TÄNAV
"('Paju', 'tee')",tänav,TÄNAV
"('Paju', 'tn')",tänav,TÄNAV
"('Pajude', 'puiestee')",tänav,TÄNAV
"('Pajude',)",tänav,TÄNAV
"('Pajulille', 'tee')",tänav,TÄNAV
"('Pajulille',)",tänav,TÄNAV
"('Pajusi', 'maantee')",tänav,TÄNAV
"('Pajusi',)",tänav,TÄNAV
"('Pajustiku', 'tee')",tänav,TÄNAV
"('Pajustiku',)",tänav,TÄNAV
"('Pakase', 'tn')",tänav,TÄNAV
"('Pakase',)",tänav,TÄNAV
"('Pakri', 'tn')",tänav,TÄNAV
"('Pakri',)",tänav,TÄNAV
"('Pala', 'tee')",tänav,TÄNAV
"('Pala',)",tänav,TÄNAV
"('Pala', 'tn')",tänav,TÄNAV
"('Palamuse', 'tee')",tänav,TÄNAV
"('Palamuse',)",tänav,TÄNAV
"('Palavuse', 'tn')",tänav,TÄNAV
"('Palavuse',)",tänav,TÄNAV
"('Palderjani', 'tee')",tänav,TÄNAV
"('Palderjani',)",tänav,TÄNAV
"('Palderjani', 'tn')",tänav,TÄNAV
"('Paldiski', 'maantee')",tänav,TÄNAV
"('Paldiski',)",tänav,TÄNAV
"('Palermo', 'tee')",tänav,TÄNAV
"('Palermo',)",tänav,TÄNAV
"('Palgi', 'tn')",tänav,TÄNAV
"('Palgi',)",tänav,TÄNAV
"('Paljandi', 'tn')",tänav,TÄNAV
"('Paljandi',)",tänav,TÄNAV
"('Paljassaare', 'põik')",tänav,TÄNAV
"('Paljassaare',)",tänav,TÄNAV
"('Paljassaare', 'tee')",tänav,TÄNAV
"('Palkoja', 'tee')",tänav,TÄNAV
"('Palkoja',)",tänav,TÄNAV
"('Pallase', 'puiestee')",tänav,TÄNAV
"('Pallase',)",tänav,TÄNAV
"('Pallasti', 'tn')",tänav,TÄNAV
"('Pallasti',)",tänav,TÄNAV
"('Palli', 'tn')",tänav,TÄNAV
"('Palli',)",tänav,TÄNAV
"('Palsami', 'tn')",tänav,TÄNAV
"('Palsami',)",tänav,TÄNAV
"('Palu', 'põik')",tänav,TÄNAV
"('Palu',)",tänav,TÄNAV
"('Palu', 'tee')",tänav,TÄNAV
"('Palu', 'tn')",tänav,TÄNAV
"('Paluka', 'tn')",tänav,TÄNAV
"('Paluka',)",tänav,TÄNAV
"('Palupera', 'tee')",tänav,TÄNAV
"('Palupera',)",tänav,TÄNAV
"('Palusambla', 'tn')",tänav,TÄNAV
"('Palusambla',)",tänav,TÄNAV
"('Paluülase', 'põik')",tänav,TÄNAV
"('Paluülase',)",tänav,TÄNAV
"('Paluülase', 'tee')",tänav,TÄNAV
"('Paneeli', 'tn')",tänav,TÄNAV
"('Paneeli',)",tänav,TÄNAV
"('Panfilovi', 'tn')",tänav,TÄNAV
"('Panfilovi',)",tänav,TÄNAV
"('Panga', 'tn')",tänav,TÄNAV
"('Panga',)",tänav,TÄNAV
"('Pangapealse', 'tn')",tänav,TÄNAV
"('Pangapealse',)",tänav,TÄNAV
"('Papiniidu', 'tn')",tänav,TÄNAV
"('Papiniidu',)",tänav,TÄNAV
"('Papioru', 'tn')",tänav,TÄNAV
"('Papioru',)",tänav,TÄNAV
"('Papisaare', 'tee')",tänav,TÄNAV
"('Papisaare',)",tänav,TÄNAV
"('Papli', 'tee')",tänav,TÄNAV
"('Papli',)",tänav,TÄNAV
"('Papli', 'tn')",tänav,TÄNAV
"('Paplite', 'puiestee')",tänav,TÄNAV
"('Paplite',)",tänav,TÄNAV
"('Pappjärve', 'tn')",tänav,TÄNAV
"('Pappjärve',)",tänav,TÄNAV
"('Pappsaare', 'tee')",tänav,TÄNAV
"('Pappsaare',)",tänav,TÄNAV
"('Paralepa', 'rannahoone')",tänav,TÄNAV
"('Paralepa',)",tänav,TÄNAV
"('Parda', 'tn')",tänav,TÄNAV
"('Parda',)",tänav,TÄNAV
"('Pardi', 'tn')",tänav,TÄNAV
"('Pardi',)",tänav,TÄNAV
"('Pardiloigu', 'tn')",tänav,TÄNAV
"('Pardiloigu',)",tänav,TÄNAV
"('Pargi', 'allee')",tänav,TÄNAV
"('Pargi',)",tänav,TÄNAV
"('Pargi', 'puiestee')",tänav,TÄNAV
"('Pargi', 'põik')",tänav,TÄNAV
"('Pargi', 'tee')",tänav,TÄNAV
"('Pargi', 'tn')",tänav,TÄNAV
"('Pargitaguse', 'tn')",tänav,TÄNAV
"('Pargitaguse',)",tänav,TÄNAV
"('Parkali', 'tn')",tänav,TÄNAV
"('Parkali',)",tänav,TÄNAV
"('Parketi', 'tn')",tänav,TÄNAV
"('Parketi',)",tänav,TÄNAV
"('Parkheina', 'tee')",tänav,TÄNAV
"('Parkheina',)",tänav,TÄNAV
"('Parmu', 'tn')",tänav,TÄNAV
"('Parmu',)",tänav,TÄNAV
"('Partisani', 'tn')",tänav,TÄNAV
"('Partisani',)",tänav,TÄNAV
"('Parve', 'tn')",tänav,TÄNAV
"('Parve',)",tänav,TÄNAV
"('Pastelli', 'tn')",tänav,TÄNAV
"('Pastelli',)",tänav,TÄNAV
"('Patküla', 'tn')",tänav,TÄNAV
"('Patküla',)",tänav,TÄNAV
"('Patriarh', 'Aleksius', 'II', 'väljak')",tänav,TÄNAV
"('Patriarh', 'Aleksius', 'II')",tänav,TÄNAV
"('II',)",tänav,TÄNAV
"('Pavlovi', 'tn')",tänav,TÄNAV
"('Pavlovi',)",tänav,TÄNAV
"('Akadeemik', 'Pavlovi', 'tn')",tänav,TÄNAV
"('Akadeemik', 'Pavlovi')",tänav,TÄNAV
"('Pea', 'tn')",tänav,TÄNAV
"('Pea',)",tänav,TÄNAV
"('Pebre', 'tn')",tänav,TÄNAV
"('Pebre',)",tänav,TÄNAV
"('Pedaja', 'tee')",tänav,TÄNAV
"('Pedaja',)",tänav,TÄNAV
"('Pedaja', 'tn')",tänav,TÄNAV
"('Pedaka', 'tn')",tänav,TÄNAV
"('Pedaka',)",tänav,TÄNAV
"('Pedeli', 'tn')",tänav,TÄNAV
"('Pedeli',)",tänav,TÄNAV
"('Peebu', 'tn')",tänav,TÄNAV
"('Peebu',)",tänav,TÄNAV
"('Peedi', 'tn')",tänav,TÄNAV
"('Peedi',)",tänav,TÄNAV
"('Peedu', 'tee')",tänav,TÄNAV
"('Peedu',)",tänav,TÄNAV
"('Peedu', 'tn')",tänav,TÄNAV
"('Peenra', 'tn')",tänav,TÄNAV
"('Peenra',)",tänav,TÄNAV
"('Peetri', 'plats')",tänav,TÄNAV
"('Peetri',)",tänav,TÄNAV
"('Peetri', 'puiestee')",tänav,TÄNAV
"('Peetri', 'põik')",tänav,TÄNAV
"('Peetri', 'tee')",tänav,TÄNAV
"('Peetri', 'tn')",tänav,TÄNAV
"('Peetrimõisa', 'tn')",tänav,TÄNAV
"('Peetrimõisa',)",tänav,TÄNAV
"('Peetriturg',)",tänav,TÄNAV
"('Peipsi', 'tn')",tänav,TÄNAV
"('Peipsi',)",tänav,TÄNAV
"('Pelguranna', 'tn')",tänav,TÄNAV
"('Pelguranna',)",tänav,TÄNAV
"('Peluski', 'tee')",tänav,TÄNAV
"('Peluski',)",tänav,TÄNAV
"('Pendi', 'tn')",tänav,TÄNAV
"('Pendi',)",tänav,TÄNAV
"('Penijõe', 'tee')",tänav,TÄNAV
"('Penijõe',)",tänav,TÄNAV
"('Peoleo', 'tn')",tänav,TÄNAV
"('Peoleo',)",tänav,TÄNAV
"('Pepleri', 'tn')",tänav,TÄNAV
"('Pepleri',)",tänav,TÄNAV
"('Perve', 'tn')",tänav,TÄNAV
"('Perve',)",tänav,TÄNAV
"('Pesa', 'tn')",tänav,TÄNAV
"('Pesa',)",tänav,TÄNAV
"('Petenbergi', 'tee')",tänav,TÄNAV
"('Petenbergi',)",tänav,TÄNAV
"('Peterburi', 'maantee')",tänav,TÄNAV
"('Peterburi',)",tänav,TÄNAV
"('Peterburi', 'tee')",tänav,TÄNAV
"('Peterburi', 'tn')",tänav,TÄNAV
"('Peterselli', 'tn')",tänav,TÄNAV
"('Peterselli',)",tänav,TÄNAV
"('Petrooleumi', 'tn')",tänav,TÄNAV
"('Petrooleumi',)",tänav,TÄNAV
"('Petseri', 'tn')",tänav,TÄNAV
"('Petseri',)",tänav,TÄNAV
"('Petzoldi', 'tn')",tänav,TÄNAV
"('Petzoldi',)",tänav,TÄNAV
"('Pidu', 'tn')",tänav,TÄNAV
"('Pidu',)",tänav,TÄNAV
"('Pihelga', 'tee')",tänav,TÄNAV
"('Pihelga',)",tänav,TÄNAV
"('Pihkva', 'tn')",tänav,TÄNAV
"('Pihkva',)",tänav,TÄNAV
"('Pihla', 'tn')",tänav,TÄNAV
"('Pihla',)",tänav,TÄNAV
"('Pihlaka', 'puiestee')",tänav,TÄNAV
"('Pihlaka',)",tänav,TÄNAV
"('Pihlaka', 'tee')",tänav,TÄNAV
"('Pihlaka', 'tn')",tänav,TÄNAV
"('Pihlametsa', 'tee')",tänav,TÄNAV
"('Pihlametsa',)",tänav,TÄNAV
"('Pihlapuu', 'tee')",tänav,TÄNAV
"('Pihlapuu',)",tänav,TÄNAV
"('Pihtla', 'tee')",tänav,TÄNAV
"('Pihtla',)",tänav,TÄNAV
"('Piibe', 'maantee')",tänav,TÄNAV
"('Piibe',)",tänav,TÄNAV
"('Piibelehe', 'tn')",tänav,TÄNAV
"('Piibelehe',)",tänav,TÄNAV
"('Piibri', 'tn')",tänav,TÄNAV
"('Piibri',)",tänav,TÄNAV
"('Piiburi', 'tee')",tänav,TÄNAV
"('Piiburi',)",tänav,TÄNAV
"('Piima', 'tn')",tänav,TÄNAV
"('Piima',)",tänav,TÄNAV
"('Piiri', 'põik')",tänav,TÄNAV
"('Piiri',)",tänav,TÄNAV
"('Piiri', 'tee')",tänav,TÄNAV
"('Piiri', 'tn')",tänav,TÄNAV
"('Piirikivi', 'tee')",tänav,TÄNAV
"('Piirikivi',)",tänav,TÄNAV
"('Piiritsa', 'tn')",tänav,TÄNAV
"('Piiritsa',)",tänav,TÄNAV
"('Piiriääre', 'tn')",tänav,TÄNAV
"('Piiriääre',)",tänav,TÄNAV
"('Piiskopi', 'tn')",tänav,TÄNAV
"('Piiskopi',)",tänav,TÄNAV
"('Pikajala', 'tn')",tänav,TÄNAV
"('Pikajala',)",tänav,TÄNAV
"('Pikaliiva', 'tn')",tänav,TÄNAV
"('Pikaliiva',)",tänav,TÄNAV
"('Pikamäe', 'tee')",tänav,TÄNAV
"('Pikamäe',)",tänav,TÄNAV
"('Pikanõmme', 'tee')",tänav,TÄNAV
"('Pikanõmme',)",tänav,TÄNAV
"('Pikk', 'jalg')",tänav,TÄNAV
"('Pikk',)",tänav,TÄNAV
"('Pikk', 'tn')",tänav,TÄNAV
"('Pikkeri', 'tn')",tänav,TÄNAV
"('Pikkeri',)",tänav,TÄNAV
"('Pikksilma', 'tn')",tänav,TÄNAV
"('Pikksilma',)",tänav,TÄNAV
"('Pikri', 'tn')",tänav,TÄNAV
"('Pikri',)",tänav,TÄNAV
"('Pikse', 'põik')",tänav,TÄNAV
"('Pikse',)",tänav,TÄNAV
"('Pikse', 'tn')",tänav,TÄNAV
"('Piksepeni', 'tn')",tänav,TÄNAV
"('Piksepeni',)",tänav,TÄNAV
"('Pille', 'tn')",tänav,TÄNAV
"('Pille',)",tänav,TÄNAV
"('Pilli', 'tn')",tänav,TÄNAV
"('Pilli',)",tänav,TÄNAV
"('Mihkel', 'Pilli', 'tn')",tänav,TÄNAV
"('Mihkel', 'Pilli')",tänav,TÄNAV
"('Pilliroo', 'põik')",tänav,TÄNAV
"('Pilliroo',)",tänav,TÄNAV
"('Pilliroo', 'tn')",tänav,TÄNAV
"('Pilpajärve', 'tn')",tänav,TÄNAV
"('Pilpajärve',)",tänav,TÄNAV
"('Pilpametsa', 'tn')",tänav,TÄNAV
"('Pilpametsa',)",tänav,TÄNAV
"('Pilve', 'tn')",tänav,TÄNAV
"('Pilve',)",tänav,TÄNAV
"('Pilvetee', 'tn')",tänav,TÄNAV
"('Pilvetee',)",tänav,TÄNAV
"('Pilviku', 'tn')",tänav,TÄNAV
"('Pilviku',)",tänav,TÄNAV
"('Pimeaia', 'mägi')",tänav,TÄNAV
"('Pimeaia',)",tänav,TÄNAV
"('Pimeaia', 'tn')",tänav,TÄNAV
"('Pinda', 'tn')",tänav,TÄNAV
"('Pinda',)",tänav,TÄNAV
"('Pinge', 'tn')",tänav,TÄNAV
"('Pinge',)",tänav,TÄNAV
"('Pingviini', 'tn')",tänav,TÄNAV
"('Pingviini',)",tänav,TÄNAV
"('Pinna', 'tn')",tänav,TÄNAV
"('Pinna',)",tänav,TÄNAV
"('Paul', 'Pinna', 'tn')",tänav,TÄNAV
"('Paul', 'Pinna')",tänav,TÄNAV
"('Pintsli', 'tn')",tänav,TÄNAV
"('Pintsli',)",tänav,TÄNAV
"('Pinu', 'tn')",tänav,TÄNAV
"('Pinu',)",tänav,TÄNAV
"('Pioneeri', 'tn')",tänav,TÄNAV
"('Pioneeri',)",tänav,TÄNAV
"('Pioneeride', 'puiestee')",tänav,TÄNAV
"('Pioneeride',)",tänav,TÄNAV
"('Pioneeride', 'tee')",tänav,TÄNAV
"('Piparmündi', 'tn')",tänav,TÄNAV
"('Piparmündi',)",tänav,TÄNAV
"('Pipra', 'tn')",tänav,TÄNAV
"('Pipra',)",tänav,TÄNAV
"('Pirita', 'tee')",tänav,TÄNAV
"('Pirita',)",tänav,TÄNAV
"('Pirni', 'põik')",tänav,TÄNAV
"('Pirni',)",tänav,TÄNAV
"('Pirni', 'tee')",tänav,TÄNAV
"('Pirni', 'tn')",tänav,TÄNAV
"('Pirnipuu', 'puiestee')",tänav,TÄNAV
"('Pirnipuu',)",tänav,TÄNAV
"('Pirnipuu', 'põik')",tänav,TÄNAV
"('Pirnipuu', 'tn')",tänav,TÄNAV
"('Pistriku', 'tn')",tänav,TÄNAV
"('Pistriku',)",tänav,TÄNAV
"('Pisuhänna', 'tn')",tänav,TÄNAV
"('Pisuhänna',)",tänav,TÄNAV
"('Planeedi', 'tn')",tänav,TÄNAV
"('Planeedi',)",tänav,TÄNAV
"('Plangu', 'tn')",tänav,TÄNAV
"('Plangu',)",tänav,TÄNAV
"('Plasti', 'tn')",tänav,TÄNAV
"('Plasti',)",tänav,TÄNAV
"('Pliiatsi', 'tn')",tänav,TÄNAV
"('Pliiatsi',)",tänav,TÄNAV
"('Ploomi', 'tee')",tänav,TÄNAV
"('Ploomi',)",tänav,TÄNAV
"('Ploomi', 'tn')",tänav,TÄNAV
"('Ploomipuu', 'puiestee')",tänav,TÄNAV
"('Ploomipuu',)",tänav,TÄNAV
"('Ploomipuu', 'tn')",tänav,TÄNAV
"('Plätsi', 'tn')",tänav,TÄNAV
"('Plätsi',)",tänav,TÄNAV
"('Poe', 'tn')",tänav,TÄNAV
"('Poe',)",tänav,TÄNAV
"('Pohla', 'tn')",tänav,TÄNAV
"('Pohla',)",tänav,TÄNAV
"('Pojengi', 'tee')",tänav,TÄNAV
"('Pojengi',)",tänav,TÄNAV
"('Pojengi', 'tn')",tänav,TÄNAV
"('Poldri', 'tn')",tänav,TÄNAV
"('Poldri',)",tänav,TÄNAV
"('Polgu', 'tn')",tänav,TÄNAV
"('Polgu',)",tänav,TÄNAV
"('Polli', 'tee')",tänav,TÄNAV
"('Polli',)",tänav,TÄNAV
"('Polli', 'tn')",tänav,TÄNAV
"('Poolemõisa', 'tn')",tänav,TÄNAV
"('Poolemõisa',)",tänav,TÄNAV
"('Poordi', 'tn')",tänav,TÄNAV
"('Poordi',)",tänav,TÄNAV
"('Pootsmani', 'tn')",tänav,TÄNAV
"('Pootsmani',)",tänav,TÄNAV
"('Aleksandr', 'Popovi', 'tn')",tänav,TÄNAV
"('Aleksandr', 'Popovi')",tänav,TÄNAV
"('Popovi',)",tänav,TÄNAV
"('Porgandi', 'tn')",tänav,TÄNAV
"('Porgandi',)",tänav,TÄNAV
"('Porrulaugu', 'tn')",tänav,TÄNAV
"('Porrulaugu',)",tänav,TÄNAV
